NoRakit,nomorBatang,barcode,jenisKayu,panjang,pangkal,ujung,rata2,volume,grCm,grPersen
1199,2184,1713A46TEST0000000000014528,Meranti Merah,12.9,75,67,71,5.11,,0
1200,2498,1713A46TEST0000000000014842,Meranti Merah,17.3,76,61,68,6.28,,0
1201,935,1713A46TEST0000000000013279,Benuas,11.1,73,65,69,4.15,,0
1202,26,1713A46TEST0000000000012370,Keruing,19.5,56,37,46,3.24,,0
1203,1706,1713A46TEST0000000000014050,Meranti Merah,17,81,63,72,6.92,,0
1204,3250,1713A46TEST0000000000015594,Benuas,11.9,57,45,51,2.23,13,8.3
1205,1597,1713A46TEST0000000000013941,Keruing,16.5,58,41,49,3.11,,0
1206,1012,1713A46TEST0000000000013356,Keruing,15.3,65,57,61,4.47,,0
1207,2071,1713A46TEST0000000000014415,Meranti Merah,14.8,77,66,71,5.86,,0
1208,86,1713A46TEST0000000000012430,Meranti Merah,18.4,78,67,72,7.49,,0
1209,1571,1713A46TEST0000000000013915,Meranti Merah,19.1,73,58,65,6.34,,0
1210,751,1713A46TEST0000000000013095,Keruing,15,96,71,83,8.12,,0
1211,529,1713A46TEST0000000000012873,Benuas,17.3,70,67,68,6.28,,0
1212,3045,1713A46TEST0000000000015389,Benuas,14.3,59,48,53,3.01,10,4.5
1213,2633,1713A46TEST0000000000014977,Meranti Merah,13,73,63,68,4.72,,0
1214,2853,1713A46TEST0000000000015197,Benuas,17.8,62,52,57,4.54,,0
1215,3207,1713A46TEST0000000000015551,Keruing,20.7,87,53,70,7.97,,0
1216,606,1713A46TEST0000000000012950,Keruing,14.1,87,66,76,6.4,,0
1217,841,1713A46TEST0000000000013185,Meranti Merah,21.2,84,62,73,8.87,,0
1218,650,1713A46TEST0000000000012994,Lambin,17.5,53,42,47,3.04,,0
1219,1248,1713A46TEST0000000000013592,Meranti Merah,18.3,60,50,55,4.35,,0
1220,1802,1713A46TEST0000000000014146,Benuas,17.3,59,46,52,3.28,15,10.6
1221,1239,1713A46TEST0000000000013583,Keruing,16.2,75,45,60,4.58,,0
1222,849,1713A46TEST0000000000013193,Benuas,21.9,61,45,53,4.83,,0
1223,359,1713A46TEST0000000000012703,Keruing,21.4,75,57,66,7.32,,0
1224,480,1713A46TEST0000000000012824,Meranti Putih,17.5,100,79,89,10.89,,0
1225,1376,1713A46TEST0000000000013720,Keruing,16.9,94,68,81,8.71,,0
1226,3310,1713A46TEST0000000000015654,Keruing,18.2,64,44,54,4.17,,0
1227,1565,1713A46TEST0000000000013909,Keruing,18.5,93,65,79,9.07,,0
1228,1449,1713A46TEST0000000000013793,Keruing,14.7,61,48,54,3.37,,0
1229,1793,1713A46TEST0000000000014137,Meranti Batu,10.6,56,45,50,2.08,,0
1230,2544,1713A46TEST0000000000014888,Meranti Merah,12.6,69,59,64,3.9,11,3.8
1231,792,1713A46TEST0000000000013136,Benuas,16.4,104,86,95,11.09,18,4.6
1232,2073,1713A46TEST0000000000014417,Keruing,21.4,103,75,89,13.31,,0
1233,3296,1713A46TEST0000000000015640,Meranti Batu,13.9,65,54,59,3.8,,0
1234,1167,1713A46TEST0000000000013511,Meranti Merah,17.6,56,46,51,3.6,,0
1235,981,1713A46TEST0000000000013325,Benuas,18.3,57,47,52,3.89,,0
1236,2735,1713A46TEST0000000000015079,Meranti Merah,14.5,70,58,64,4.66,,0
1237,1869,1713A46TEST0000000000014213,Meranti Merah,17.7,88,67,77,8.24,,0
1238,1181,1713A46TEST0000000000013525,Keruing,20.9,69,49,59,5.71,,0
1239,1627,1713A46TEST0000000000013971,Meranti Merah,13.5,86,72,79,6.18,18,6.6
1240,916,1713A46TEST0000000000013260,Keruing,17.7,78,64,71,7.01,,0
1241,1455,1713A46TEST0000000000013799,Benuas,22.1,60,44,52,4.47,10,4.7
1242,1781,1713A46TEST0000000000014125,Benuas,15.6,80,64,72,6.35,,0
1243,2726,1713A46TEST0000000000015070,Keruing,11.9,70,68,69,4.45,,0
1244,2142,1713A46TEST0000000000014486,Keruing,21.5,70,52,61,6.28,,0
1245,2183,1713A46TEST0000000000014527,Meranti Merah,21.6,75,53,64,6.95,,0
1246,602,1713A46TEST0000000000012946,Lambin,18,57,46,51,3.68,,0
1247,2246,1713A46TEST0000000000014590,Meranti Batu,14.7,71,53,62,4.44,,0
1248,1266,1713A46TEST0000000000013610,Meranti Merah,16.6,57,43,50,3.26,,0
1249,2473,1713A46TEST0000000000014817,Keruing,16.7,60,40,50,3.28,,0
1250,2780,1713A46TEST0000000000015124,Keruing,20.2,66,51,58,5.34,,0
1251,2371,1713A46TEST0000000000014715,Benuas,12.7,59,46,52,2.7,,0
1252,1357,1713A46TEST0000000000013701,Keruing,19.4,67,50,58,5.13,,0
1253,539,1713A46TEST0000000000012883,Keruing,20.7,60,38,49,3.9,,0
1254,2415,1713A46TEST0000000000014759,Keruing,19.7,60,46,53,4.35,,0
1255,1447,1713A46TEST0000000000013791,Keruing,19.3,68,57,62,5.83,,0
1256,234,1713A46TEST0000000000012578,Meranti Merah,16.4,64,49,56,4.04,,0
1257,931,1713A46TEST0000000000013275,Keruing,16.3,110,80,95,11.55,,0
1258,655,1713A46TEST0000000000012999,Benuas,14,68,55,61,4.09,,0
1259,3008,1713A46TEST0000000000015352,Keruing,12.4,60,54,57,3.16,,0
1260,1764,1713A46TEST0000000000014108,Meranti Putih,10.1,82,72,77,4.7,,0
1261,1021,1713A46TEST0000000000013365,Meranti Merah,14.4,61,56,58,3.8,,0
1262,1286,1713A46TEST0000000000013630,Meranti Merah,19.4,81,64,72,7.2,19,8.9
1263,2179,1713A46TEST0000000000014523,Keruing,20.1,64,42,53,4.43,,0
1264,2622,1713A46TEST0000000000014966,Meranti Putih,17.7,83,67,75,7.37,16,5.8
1265,255,1713A46TEST0000000000012599,Meranti Merah,17.3,71,49,60,4.89,,0
1266,2725,1713A46TEST0000000000015069,Keruing,10.8,57,52,54,2.47,,0
1267,50,1713A46TEST0000000000012394,Keruing,18.7,84,65,74,8.04,,0
1268,958,1713A46TEST0000000000013302,Keruing,19.4,62,48,55,4.61,,0
1269,1928,1713A46TEST0000000000014272,Meranti Merah,16.9,80,63,71,6.69,,0
1270,1636,1713A46TEST0000000000013980,Keruing,16.2,74,58,66,5.54,,0
1271,3171,1713A46TEST0000000000015515,Meranti Batu,20,71,55,63,6.23,,0
1272,1651,1713A46TEST0000000000013995,Meranti Merah,16.1,59,50,54,3.69,,0
1273,178,1713A46TEST0000000000012522,Meranti Merah,12.4,55,45,50,2.43,,0
1274,2938,1713A46TEST0000000000015282,Benuas,12.3,73,66,69,4.6,,0
1275,677,1713A46TEST0000000000013021,Benuas,20.8,58,41,49,3.92,,0
1276,2577,1713A46TEST0000000000014921,Meranti Merah,19,77,65,71,7.52,,0
1277,2634,1713A46TEST0000000000014978,Meranti Merah,14.2,82,67,74,6.11,,0
1278,167,1713A46TEST0000000000012511,Meranti Merah,14.9,60,51,55,3.54,,0
1279,434,1713A46TEST0000000000012778,Benuas,11.7,130,105,117,12.58,,0
1280,2732,1713A46TEST0000000000015076,Keruing,17.6,57,40,48,3.18,,0
1281,2964,1713A46TEST0000000000015308,Meranti Batu,16.3,56,41,48,2.95,,0
1282,275,1713A46TEST0000000000012619,Meranti Batu,13.2,62,55,58,3.36,10,3.8
1283,1048,1713A46TEST0000000000013392,Benuas,11.8,93,75,84,6.54,,0
1284,1282,1713A46TEST0000000000013626,Meranti Merah,17,70,50,60,4.81,,0
1285,1923,1713A46TEST0000000000014267,Benuas,16.8,90,79,84,8.77,18,5.8
1286,3149,1713A46TEST0000000000015493,Keruing,15,84,63,73,6.28,,0
1287,196,1713A46TEST0000000000012540,Benuas,13.1,118,97,107,11.49,15,2.5
1288,684,1713A46TEST0000000000013028,Keruing,18.9,71,48,59,5.17,,0
1289,910,1713A46TEST0000000000013254,Keruing,17.2,67,53,60,4.86,,0
1290,2739,1713A46TEST0000000000015083,Keruing,14,59,47,53,3.09,,0
1291,2772,1713A46TEST0000000000015116,Mersawa,21.6,69,50,59,5.91,,0
1292,1260,1713A46TEST0000000000013604,Meranti Kuning,12,81,70,75,5.3,,0
1293,1026,1713A46TEST0000000000013370,Meranti Merah,18,68,52,60,5.09,,0
1294,3105,1713A46TEST0000000000015449,Benuas,14.2,59,44,51,2.9,,0
1295,2921,1713A46TEST0000000000015265,Keruing,18.1,65,48,56,4.46,,0
1296,2507,1713A46TEST0000000000014851,Keruing,13.9,59,50,54,3.18,,0
1297,549,1713A46TEST0000000000012893,Keruing,19.5,87,67,77,9.08,,0
1298,37,1713A46TEST0000000000012381,Meranti Merah,16.8,69,43,56,4.14,,0
1299,2655,1713A46TEST0000000000014999,Meranti Kuning,13.9,76,58,67,4.9,,0
1300,2631,1713A46TEST0000000000014975,Meranti Merah,20.5,63,50,56,5.05,,0
1301,3249,1713A46TEST0000000000015593,Benuas,12.4,66,62,64,3.99,,0
1302,572,1713A46TEST0000000000012916,Meranti Merah,18.2,79,63,71,7.21,,0
1303,1834,1713A46TEST0000000000014178,Keruing,13.5,89,73,81,6.96,,0
1304,1064,1713A46TEST0000000000013408,Meranti Batu,11.5,84,70,77,5.16,13,3.6
1305,1277,1713A46TEST0000000000013621,Meranti Merah,15.4,58,56,57,3.93,,0
1306,2567,1713A46TEST0000000000014911,Lambin,18.3,62,45,53,4.04,,0
1307,2357,1713A46TEST0000000000014701,Keruing,21.1,66,44,55,5.01,,0
1308,3088,1713A46TEST0000000000015432,Keruing,19,64,47,55,4.32,10,4.2
1309,350,1713A46TEST0000000000012694,Keruing,17.5,62,50,56,4.31,,0
1310,1276,1713A46TEST0000000000013620,Meranti Merah,19.7,70,51,60,5.57,,0
1311,32,1713A46TEST0000000000012376,Meranti Merah,19.1,58,41,49,3.6,,0
1312,1687,1713A46TEST0000000000014031,Meranti Merah,13.6,64,57,60,3.85,,0
1313,2025,1713A46TEST0000000000014369,Meranti Merah,18,58,50,54,4.12,,0
1314,1329,1713A46TEST0000000000013673,Keruing,12.9,89,74,81,6.65,,0
1315,2914,1713A46TEST0000000000015258,Keruing,18.8,73,55,64,6.05,,0
1316,3109,1713A46TEST0000000000015453,Keruing,22.4,66,46,56,5.52,,0
1317,1065,1713A46TEST0000000000013409,Keruing,21.6,68,50,59,5.91,,0
1318,2233,1713A46TEST0000000000014577,Keruing,17.2,56,45,50,3.38,,0
1319,1819,1713A46TEST0000000000014163,Keruing,18.4,67,47,57,4.7,,0
1320,381,1713A46TEST0000000000012725,Meranti Putih,19.3,59,39,49,3.64,,0
1321,2217,1713A46TEST0000000000014561,Meranti Batu,18.8,62,45,53,4.15,,0
1322,2433,1713A46TEST0000000000014777,Keruing,15.2,68,56,62,4.59,,0
1323,1717,1713A46TEST0000000000014061,Keruing,15.8,73,61,67,5.57,,0
1324,3034,1713A46TEST0000000000015378,Benuas,16.1,78,64,71,6.37,,0
1325,1052,1713A46TEST0000000000013396,Meranti Merah,12.8,83,66,74,5.22,15,5.2
1326,1318,1713A46TEST0000000000013662,Keruing,17.7,73,51,62,5.34,,0
1327,2530,1713A46TEST0000000000014874,Benuas,11.8,106,98,102,8.97,24,7
1328,324,1713A46TEST0000000000012668,Meranti Merah,11.6,78,62,70,4.46,,0
1329,3166,1713A46TEST0000000000015510,Meranti Merah,13.3,69,50,59,3.34,15,8.2
1330,2549,1713A46TEST0000000000014893,Benuas,12.6,60,52,56,2.95,11,4.9
1331,1935,1713A46TEST0000000000014279,Keruing,18.6,64,43,53,4.1,,0
1332,341,1713A46TEST0000000000012685,Keruing,20.9,76,52,64,6.72,,0
1333,371,1713A46TEST0000000000012715,Keruing,20.7,67,44,55,4.92,,0
1334,2819,1713A46TEST0000000000015163,Lambin,20.2,72,55,63,6.3,,0
1335,1818,1713A46TEST0000000000014162,Keruing,16.7,71,60,65,5.54,,0
1336,2309,1713A46TEST0000000000014653,Meranti Merah,15,65,53,59,3.72,16,9.4
1337,1316,1713A46TEST0000000000013660,Keruing,18.1,82,61,71,7.17,,0
1338,24,1713A46TEST0000000000012368,Keruing,17.4,59,42,50,3.42,,0
1339,1161,1713A46TEST0000000000013505,Meranti Merah,21.5,75,58,66,7.36,,0
1340,338,1713A46TEST0000000000012682,Benuas,15.7,52,43,47,2.72,,0
1341,1416,1713A46TEST0000000000013760,Meranti Kuning,11.9,103,87,95,8.43,,0
1342,1292,1713A46TEST0000000000013636,Benuas,12.2,127,112,119,13.08,20,3.6
1343,1487,1713A46TEST0000000000013831,Keruing,18.9,73,65,69,7.07,,0
1344,2981,1713A46TEST0000000000015325,Meranti Merah,13.9,60,51,55,3.3,,0
1345,1593,1713A46TEST0000000000013937,Keruing,18.7,76,51,63,5.83,,0
1346,1520,1713A46TEST0000000000013864,Keruing,12.2,84,71,77,5.68,,0
1347,2939,1713A46TEST0000000000015283,Meranti Batu,16.1,72,63,67,5.68,,0
1348,1655,1713A46TEST0000000000013999,Keruing,20,77,57,67,7.05,,0
1349,680,1713A46TEST0000000000013024,Keruing,15,64,51,57,3.83,,0
1350,878,1713A46TEST0000000000013222,Meranti Batu,12.4,86,64,75,5.48,,0
1351,991,1713A46TEST0000000000013335,Keruing,16.2,68,46,57,4.13,,0
1352,2209,1713A46TEST0000000000014553,Keruing,18.6,65,43,54,4.26,,0
1353,6,1713A46TEST0000000000012350,Benuas,14.8,55,45,50,2.91,,0
1354,2311,1713A46TEST0000000000014655,Meranti Kuning,11.1,60,50,55,2.64,,0
1355,2569,1713A46TEST0000000000014913,Meranti Merah,21.8,79,52,65,7.23,,0
1356,1438,1713A46TEST0000000000013782,Keruing,16.6,57,42,49,3.13,,0
1357,1632,1713A46TEST0000000000013976,Meranti Merah,13.9,75,68,71,5.5,,0
1358,2298,1713A46TEST0000000000014642,Keruing,19,56,44,50,3.73,,0
1359,1413,1713A46TEST0000000000013757,Keruing,12,92,71,81,6.18,,0
1360,2679,1713A46TEST0000000000015023,Benuas,10.8,67,62,64,3.47,,0
1361,272,1713A46TEST0000000000012616,Keruing,20.4,78,57,67,7.19,,0
1362,2760,1713A46TEST0000000000015104,Meranti Merah,21.8,73,55,64,7.01,,0
1363,893,1713A46TEST0000000000013237,Meranti Merah,16.1,78,64,71,6.37,,0
1364,2078,1713A46TEST0000000000014422,Keruing,12.8,76,64,70,4.93,,0
1365,1629,1713A46TEST0000000000013973,Meranti Merah,17.6,61,57,59,4.81,,0
1366,1898,1713A46TEST0000000000014242,Keruing,18.4,85,71,78,8.79,,0
1367,4,1713A46TEST0000000000012348,Meranti Putih,18,62,51,56,4.43,,0
1368,2452,1713A46TEST0000000000014796,Meranti Merah,17.3,76,61,68,6.28,,0
1369,932,1713A46TEST0000000000013276,Keruing,17.5,61,44,52,3.72,,0
1370,511,1713A46TEST0000000000012855,Benuas,21.3,56,42,49,4.02,,0
1371,2405,1713A46TEST0000000000014749,Keruing,13.7,82,70,76,6.21,,0
1372,1495,1713A46TEST0000000000013839,Keruing,16.4,55,41,48,2.97,,0
1373,1013,1713A46TEST0000000000013357,Meranti Batu,19.3,69,57,63,6.02,,0
1374,2029,1713A46TEST0000000000014373,Meranti Kuning,14.8,64,60,62,4.47,,0
1375,2398,1713A46TEST0000000000014742,Keruing,20.9,73,61,67,7.37,,0
1376,1863,1713A46TEST0000000000014207,Meranti Merah,10.6,103,97,100,8.33,,0
1377,3298,1713A46TEST0000000000015642,Keruing,18.4,68,48,58,4.86,,0
1378,1215,1713A46TEST0000000000013559,Benuas,18.5,85,51,68,5.91,21,12.1
1379,1220,1713A46TEST0000000000013564,Keruing,15.3,78,59,68,5.56,,0
1380,3333,1713A46TEST0000000000015677,Keruing,16.7,81,59,70,6.43,,0
1381,2585,1713A46TEST0000000000014929,Meranti Merah,16.3,60,55,57,4.16,,0
1382,2690,1713A46TEST0000000000015034,Meranti Merah,16.5,72,52,62,4.98,,0
1383,2468,1713A46TEST0000000000014812,Keruing,20.1,55,41,48,3.64,,0
1384,954,1713A46TEST0000000000013298,Keruing,11,62,52,57,2.81,,0
1385,2201,1713A46TEST0000000000014545,Meranti Merah,14.4,60,50,55,3.42,,0
1386,2918,1713A46TEST0000000000015262,Keruing,12.8,64,55,59,3.5,,0
1387,961,1713A46TEST0000000000013305,Meranti Merah,13.8,68,56,62,3.81,16,8.5
1388,1201,1713A46TEST0000000000013545,Keruing,17.4,89,70,79,8.53,,0
1389,1580,1713A46TEST0000000000013924,Meranti Merah,13.5,75,61,68,4.9,,0
1390,2145,1713A46TEST0000000000014489,Keruing,19.6,57,43,50,3.85,,0
1391,863,1713A46TEST0000000000013207,Keruing,15.8,59,43,51,3.23,,0
1392,2202,1713A46TEST0000000000014546,Meranti Merah,21.5,66,50,58,5.68,,0
1393,166,1713A46TEST0000000000012510,Meranti Merah,15.4,62,51,56,3.79,,0
1394,2514,1713A46TEST0000000000014858,Meranti Merah,13.7,62,51,56,3.37,,0
1395,968,1713A46TEST0000000000013312,Meranti Merah,16.8,71,52,61,4.91,,0
1396,1253,1713A46TEST0000000000013597,Keruing,12.6,57,48,52,2.68,,0
1397,1442,1713A46TEST0000000000013786,Keruing,13.7,57,51,54,3.14,,0
1398,2581,1713A46TEST0000000000014925,Meranti Merah,16.9,58,50,54,3.87,,0
1399,634,1713A46TEST0000000000012978,Keruing,11,54,50,52,2.34,,0
1400,2628,1713A46TEST0000000000014972,Meranti Merah,15.4,72,57,64,4.95,,0
1401,2330,1713A46TEST0000000000014674,Meranti Merah,10.8,80,65,72,4.4,,0
1402,1949,1713A46TEST0000000000014293,Meranti Merah,12.8,62,50,56,3.15,,0
1403,121,1713A46TEST0000000000012465,Keruing,22.2,73,52,62,6.7,,0
1404,1835,1713A46TEST0000000000014179,Keruing,11.4,76,63,69,4.26,,0
1405,3234,1713A46TEST0000000000015578,Keruing,15.3,66,62,64,4.92,,0
1406,2136,1713A46TEST0000000000014480,Benuas,22,71,50,60,6.22,,0
1407,3329,1713A46TEST0000000000015673,Keruing,11.4,62,48,55,2.71,,0
1408,812,1713A46TEST0000000000013156,Benuas,21.9,75,52,63,6.83,,0
1409,1881,1713A46TEST0000000000014225,Meranti Merah,11.8,60,50,55,2.8,,0
1410,1817,1713A46TEST0000000000014161,Keruing,18.9,68,45,56,4.66,,0
1411,999,1713A46TEST0000000000013343,Meranti Merah,22.2,79,63,71,8.36,14,4.9
1412,604,1713A46TEST0000000000012948,Mersawa,15.4,55,44,49,2.68,12,7.6
1413,1854,1713A46TEST0000000000014198,Keruing,16.2,92,65,78,7.74,,0
1414,2646,1713A46TEST0000000000014990,Keruing,16.6,68,57,62,5.01,,0
1415,365,1713A46TEST0000000000012709,Benuas,19.8,79,62,70,7.62,,0
1416,2129,1713A46TEST0000000000014473,Meranti Batu,17.9,65,49,57,4.57,,0
1417,2645,1713A46TEST0000000000014989,Keruing,14.4,84,63,73,6.03,,0
1418,654,1713A46TEST0000000000012998,Meranti Merah,16.9,95,69,82,8.92,,0
1419,364,1713A46TEST0000000000012708,Meranti Merah,18.1,50,40,45,2.88,,0
1420,3260,1713A46TEST0000000000015604,Meranti Batu,19.7,66,52,59,5.39,,0
1421,509,1713A46TEST0000000000012853,Meranti Merah,19.6,66,46,56,4.83,,0
1422,1289,1713A46TEST0000000000013633,Meranti Merah,13.4,84,70,77,6.24,,0
1423,1525,1713A46TEST0000000000013869,Meranti Merah,17.5,71,55,63,5.46,,0
1424,2808,1713A46TEST0000000000015152,Benuas,10.6,59,53,56,2.61,,0
1425,996,1713A46TEST0000000000013340,Benuas,13,69,63,66,4.45,,0
1426,99,1713A46TEST0000000000012443,Lambin,14.1,55,43,49,2.66,,0
1427,56,1713A46TEST0000000000012400,Meranti Merah,13,75,64,69,4.86,,0
1428,811,1713A46TEST0000000000013155,Keruing,19.6,65,45,55,4.66,,0
1429,548,1713A46TEST0000000000012892,Keruing,17.4,68,50,59,4.76,,0
1430,1903,1713A46TEST0000000000014247,Keruing,21.4,99,60,79,10.49,,0
1431,232,1713A46TEST0000000000012576,Keruing,22,64,45,54,5.04,,0
1432,2419,1713A46TEST0000000000014763,Keruing,19.8,82,56,69,7.4,,0
1433,2007,1713A46TEST0000000000014351,Meranti Merah,13.4,67,55,61,3.92,,0
1434,319,1713A46TEST0000000000012663,Meranti Merah,13.2,65,57,61,3.86,,0
1435,358,1713A46TEST0000000000012702,Benuas,21.9,86,62,74,9.42,,0
1436,2243,1713A46TEST0000000000014587,Meranti Batu,15.1,69,58,63,4.71,,0
1437,2867,1713A46TEST0000000000015211,Keruing,22.1,73,60,66,7.56,,0
1438,2178,1713A46TEST0000000000014522,Meranti Merah,18.6,67,51,59,4.82,12,5.3
1439,2571,1713A46TEST0000000000014915,Meranti Merah,15.5,81,62,71,6.14,,0
1440,901,1713A46TEST0000000000013245,Meranti Batu,17.9,60,47,53,3.95,,0
1441,2983,1713A46TEST0000000000015327,Benuas,17.7,68,49,58,4.68,,0
1442,2974,1713A46TEST0000000000015318,Keruing,18.8,57,40,48,3.4,,0
1443,558,1713A46TEST0000000000012902,Meranti Merah,18.9,64,46,55,4.49,,0
1444,468,1713A46TEST0000000000012812,Meranti Merah,16.4,79,60,69,6.13,,0
1445,3201,1713A46TEST0000000000015545,Keruing,17.8,64,48,56,4.38,,0
1446,1490,1713A46TEST0000000000013834,Benuas,16.4,61,41,51,2.98,15,11
1447,1056,1713A46TEST0000000000013400,Keruing,18.9,79,60,69,7.07,,0
1448,2456,1713A46TEST0000000000014800,Benuas,17.9,67,43,55,4.25,,0
1449,1821,1713A46TEST0000000000014165,Keruing,18.6,58,45,51,3.8,,0
1450,1346,1713A46TEST0000000000013690,Meranti Kuning,14.7,67,50,58,3.88,,0
1451,1488,1713A46TEST0000000000013832,Mersawa,14.5,103,84,93,9.85,,0
1452,5,1713A46TEST0000000000012349,Benuas,18.8,84,64,74,7.6,16,6
1453,1849,1713A46TEST0000000000014193,Benuas,16.8,83,63,73,5.52,30,21.5
1454,1107,1713A46TEST0000000000013451,Keruing,12.9,59,50,54,2.95,,0
1455,224,1713A46TEST0000000000012568,Meranti Batu,19.2,85,66,75,8.48,,0
1456,3206,1713A46TEST0000000000015550,Keruing,18.7,69,49,59,5.11,,0
1457,3155,1713A46TEST0000000000015499,Benuas,19.4,54,49,51,3.11,21,21.6
1458,2630,1713A46TEST0000000000014974,Meranti Merah,16.6,90,63,76,6.87,20,8.8
1459,2102,1713A46TEST0000000000014446,Meranti Putih,22.7,100,87,93,15.19,10,1.5
1460,238,1713A46TEST0000000000012582,Meranti Merah,18.4,81,68,74,7.91,,0
1461,966,1713A46TEST0000000000013310,Keruing,11.8,58,52,55,2.8,,0
1462,567,1713A46TEST0000000000012911,Keruing,17,73,53,63,5.3,,0
1463,2579,1713A46TEST0000000000014923,Meranti Merah,15.8,83,63,73,6.61,,0
1464,2546,1713A46TEST0000000000014890,Keruing,12.3,70,61,65,4.08,,0
1465,2000,1713A46TEST0000000000014344,Keruing,21.8,70,52,61,6.37,,0
1466,2031,1713A46TEST0000000000014375,Keruing,8.3,77,62,69,3.1,,0
1467,1203,1713A46TEST0000000000013547,Meranti Merah,19,80,61,70,7.31,,0
1468,951,1713A46TEST0000000000013295,Meranti Merah,13,74,62,68,4.72,,0
1469,2582,1713A46TEST0000000000014926,Meranti Merah,18.2,80,63,71,7.21,,0
1470,3277,1713A46TEST0000000000015621,Meranti Batu,13.1,74,50,62,3.95,,0
1471,1172,1713A46TEST0000000000013516,Meranti Merah,21.2,59,47,53,4.68,,0
1472,2339,1713A46TEST0000000000014683,Meranti Merah,15.8,68,50,59,4.32,,0
1473,2519,1713A46TEST0000000000014863,Meranti Merah,12.6,70,52,61,3.68,,0
1474,1482,1713A46TEST0000000000013826,Meranti Merah,11.5,72,55,63,3.58,,0
1475,2575,1713A46TEST0000000000014919,Meranti Merah,22,76,57,66,7.53,,0
1476,3336,1713A46TEST0000000000015680,Keruing,15.3,65,50,57,3.9,,0
1477,2789,1713A46TEST0000000000015133,Keruing,23.1,64,47,55,5.49,,0
1478,585,1713A46TEST0000000000012929,Mersawa,17.3,72,51,61,5.06,,0
1479,974,1713A46TEST0000000000013318,Keruing,19.5,91,64,77,9.08,,0
1480,2259,1713A46TEST0000000000014603,Benuas,15.6,75,50,62,4.45,13,5.6
1481,3306,1713A46TEST0000000000015650,Keruing,14.9,101,67,84,8.26,,0
1482,2997,1713A46TEST0000000000015341,Keruing,12,71,65,68,4.36,,0
1483,1730,1713A46TEST0000000000014074,Benuas,15.5,59,44,51,3.17,,0
1484,765,1713A46TEST0000000000013109,Meranti Merah,17.5,80,63,71,6.93,,0
1485,1914,1713A46TEST0000000000014258,Benuas,12.8,159,130,144,19.7,30,5.5
1486,3169,1713A46TEST0000000000015513,Keruing,20.8,54,40,47,3.61,,0
1487,3128,1713A46TEST0000000000015472,Keruing,19.1,76,53,64,6.14,,0
1488,768,1713A46TEST0000000000013112,Keruing,16.8,74,62,68,6.1,,0
1489,286,1713A46TEST0000000000012630,Benuas,19,88,68,78,9.08,,0
1490,28,1713A46TEST0000000000012372,Benuas,20,71,52,61,5.84,,0
1491,2858,1713A46TEST0000000000015202,Keruing,18.5,54,42,48,3.35,,0
1492,3200,1713A46TEST0000000000015544,Keruing,18.2,80,58,69,6.81,,0
1493,1615,1713A46TEST0000000000013959,Keruing,15.5,76,60,68,5.63,,0
1494,2,1713A46TEST0000000000012346,Lambin,15.1,57,45,51,3.08,,0
1495,500,1713A46TEST0000000000012844,Keruing,20.2,69,46,57,5.15,,0
1496,3345,1713A46TEST0000000000015689,Benuas,15.9,73,59,66,5.44,,0
1497,257,1713A46TEST0000000000012601,Benuas,19,61,46,53,4,10,4.5
1498,281,1713A46TEST0000000000012625,Benuas,18.2,65,52,58,4.63,10,3.8
1499,266,1713A46TEST0000000000012610,Keruing,20.4,66,44,55,4.85,,0
1500,605,1713A46TEST0000000000012949,Keruing,15,57,45,51,3.06,,0
1501,888,1713A46TEST0000000000013232,Meranti Merah,12.4,66,57,61,3.62,,0
1502,2406,1713A46TEST0000000000014750,Keruing,15.7,53,47,50,3.08,,0
1503,1746,1713A46TEST0000000000014090,Keruing,12,60,53,56,2.96,,0
1504,2160,1713A46TEST0000000000014504,Meranti Merah,12.8,69,58,63,3.99,,0
1505,2689,1713A46TEST0000000000015033,Meranti Merah,10.6,72,62,67,3.74,,0
1506,2268,1713A46TEST0000000000014612,Keruing,21,71,41,56,5.17,,0
1507,1245,1713A46TEST0000000000013589,Meranti Kuning,17.8,78,62,70,6.85,,0
