noBtg,jenis,panjang,pangkal,ujung,rata2,volume,grCm,grPersen
A9536,MR,19.9,61,45,53,4.39,0,0
A9537,MR,19.4,65,49,57,4.95,0,0
A9538,MR,20.5,56,41,48,3.71,0,0
A9539,MR,23.8,64,43,53,5.25,0,0
A9540,MR,20.9,78,57,67,7.37,0,0
A9541,MR,18.1,68,53,60,5.12,0,0
A9542,MR,18.5,58,44,51,3.78,0,0
A9543,MR,18.1,70,54,62,5.46,0,0
A9544,MR,15,76,61,68,5.45,0,0
A9545,MR,12.2,96,70,83,6.6,0,0
A9546,MR,14.1,70,58,64,4.54,0,0
A9547,KR,23.2,70,45,57,5.92,0,0
A9548,MR,22.8,79,60,69,8.53,0,0
A9549,MR,17.2,67,52,59,4.7,0,0
A9550,KR,17.4,76,56,66,5.95,0,0
A9551,MR,15.3,70,53,61,4.47,0,0
A9552,MR,18,73,55,64,5.61,10,3.1
A9553,MR,22.2,60,42,51,4.54,0,0
A9554,MR,20.2,80,54,67,7.12,0,0
A9555,MR,20.3,61,48,54,4.65,0,0
A9556,MR,19.4,57,45,51,3.96,0,0
A9557,MR,15.9,56,42,49,3,0,0
A9558,MR,14.1,62,47,54,3.23,0,0
A9559,MR,12,88,73,80,6.03,0,0
A9560,MR,12.4,59,46,52,2.63,0,0
A9561,MR,12.7,62,54,58,3.36,0,0
A9562,MR,19.9,60,44,52,4.23,0,0
A9563,KR,14.2,56,44,50,2.79,0,0
A9564,KR,12.3,57,52,54,2.82,0,0
A9565,MR,12.4,58,50,54,2.84,0,0
A9566,KR,12.5,62,56,59,3.42,0,0
A9567,MR,18.7,59,40,49,3.53,0,0
A9568,MR,19.4,71,48,59,5.3,0,0
A9569,MR,19,72,56,64,6.11,0,0
A9570,MR,13.5,80,70,75,5.42,20,9.1
A9571,MR,13.1,70,65,67,4.62,0,0
A9572,KR,19.1,62,47,54,4.37,0,0
A9573,KR,16.7,58,41,49,3.15,0,0
A9574,KR,16.3,62,50,56,4.01,0,0
A9575,MR,16,70,64,67,5.64,0,0
A9576,MR,13.1,65,48,56,3.23,0,0
A9577,MR,15.2,60,46,53,3.1,13,7.7
A9578,MR,19.5,70,52,61,5.7,0,0
A9579,MR,13.9,63,56,59,3.8,0,0
A9580,MR,16.4,58,50,54,3.76,0,0
A9581,MR,17.7,62,48,55,4.21,0,0
A9582,MR,15.4,72,52,62,4.65,0,0
A9583,MR,19.7,72,55,63,6.14,0,0
A9584,MR,14.1,66,51,58,3.73,0,0
A9585,MR,16.4,57,44,50,3.22,0,0
A9586,MR,14.9,55,41,48,2.7,0,0
A9587,MR,19.6,72,52,62,5.92,0,0
A9588,KR,11.6,68,61,64,3.73,0,0
A9589,MR,16.1,60,50,55,3.83,0,0
A9590,BNS,16.5,65,56,60,4.67,0,0
A9591,BNS,15.2,134,123,128,17.9,33,8.5
A9592,MR,16.7,56,43,49,3.15,0,0
A9593,KR,18.5,58,41,49,3.49,0,0
A9594,BNS,19.4,55,40,47,3.37,0,0
A9595,BNS,13.6,80,57,68,4.8,10,2.8
A9596,MR,13.2,59,55,57,3.37,0,0
A9597,MR,12.7,55,46,50,2.49,0,0
A9598,KR,12.3,50,41,45,1.96,0,0
A9599,MR,12.1,60,44,52,2.57,0,0
A9600,KR,12.7,57,48,52,2.7,0,0
A9601,MR,9.3,86,70,78,4.44,0,0
A9602,MR,12.6,67,56,61,3.68,0,0
A9603,MR,12,59,46,52,2.55,0,0
A9604,MR,13.3,80,72,76,6.03,0,0
A9605,MR,14,55,42,48,2.53,0,0
A9606,KR,17.4,63,46,54,3.98,0,0
A9607,KR,20.7,78,58,68,7.52,0,0
A9608,MR,16.1,68,47,57,4.11,0,0
A9609,KR,21.1,79,46,62,6.37,0,0
A9610,MR,13.7,83,70,76,6.21,0,0
A9611,MR,15.4,65,49,57,3.93,0,0
A9612,MR,16.4,78,64,71,6.49,0,0
A9613,MR,17,61,48,54,3.89,0,0
A9614,KR,20.4,64,47,55,4.85,0,0
A9615,MR,20.7,67,50,58,5.47,0,0
A9616,MR,14.3,67,52,59,3.91,0,0
A9617,MR,19,77,58,67,6.7,0,0
A9618,MR,11.9,57,40,48,2.15,0,0
A9619,MR,19.4,96,77,86,11.27,0,0
A9620,MR,16.9,80,56,68,6.14,0,0
A9621,MR,19.8,90,59,74,8.52,0,0
A9622,MR,18.3,64,52,58,4.84,0,0
A9623,MR,15.8,64,50,57,4.03,0,0
A9624,MR,15.5,78,57,67,5.46,0,0
A9625,MR,16.1,55,42,48,2.91,0,0
A9626,MR,14.9,56,40,48,2.7,0,0
A9627,MR,21.5,66,45,55,5.11,0,0
A9628,MR,21.3,58,47,52,4.52,0,0
A9629,BNS,11.4,98,91,94,6.35,37,19.7
A9630,BNS,10.8,61,56,58,2.75,10,3.8
A9631,KR,20,69,50,59,5.47,0,0
A9632,MR,17.3,58,47,52,3.67,0,0
A9633,MR,15.8,68,47,57,3.68,15,8.8
A9634,KR,19.9,61,46,53,4.39,0,0
A9635,KR,18.8,55,41,48,3.4,0,0
A9636,MR,13.3,55,44,49,2.51,0,0
A9637,MR,20.4,61,42,51,4.17,0,0
A9638,MR,21.6,69,50,59,5.91,0,0
A9639,MR,21.1,62,46,54,4.83,0,0
A9640,MR,14.5,62,43,52,3.08,0,0
A9641,BNS,19.8,61,47,54,4.53,0,0
A9642,MR,16.3,78,57,67,5.75,0,0
A9643,MR,9.4,75,72,73,3.93,0,0
A9644,MR,13.8,61,51,56,3.4,0,0
A9645,MR,12,68,53,60,3.27,10,3.5
A9646,MR,16.2,79,62,70,6.23,0,0
A9647,MR,19.8,66,43,54,4.53,0,0
A9648,MR,17.6,55,44,49,3.32,0,0
A9649,MR,13.8,85,67,76,6.26,0,0
A9650,MR,11.9,67,57,62,3.59,0,0
A9651,MR,17.1,93,72,82,9.03,0,0
A9652,KR,19.9,62,49,55,4.73,0,0
A9653,MR,12.2,59,51,55,2.78,10,4.2
A9654,KR,11,102,85,93,7.47,0,0
A9655,KR,11.2,129,106,117,12.04,0,0
A9656,MR,15.6,76,62,69,5.83,0,0
A9657,KR,11.1,65,62,63,3.46,0,0
A9658,MR,18,75,50,62,5.43,0,0
A9659,MR,18.4,67,48,57,4.7,0,0
A9660,MR,11.3,75,64,69,4.23,0,0
A9661,MR,15,65,50,57,3.83,0,0
A9662,MR,22.8,76,53,64,7.33,0,0
A9663,MR,18.7,71,52,61,5.47,0,0
A9664,MR,16,58,45,51,3.27,0,0
A9665,MR,11.9,67,58,62,3.59,0,0
A9666,MR,8.5,109,95,102,6.95,0,0
A9667,MR,17.9,63,50,56,4.41,0,0
A9668,MR,15.7,69,52,60,4.44,0,0
A9669,MR,14.7,95,75,85,8.34,0,0
A9670,MR,12.8,62,50,56,3.15,0,0
A9671,MR,16.8,59,46,52,3.57,0,0
A9672,MR,22.8,78,53,65,7.57,0,0
A9673,MR,19.1,57,44,50,3.75,0,0
A9674,MR,14.6,67,56,61,4.27,0,0
A9675,MR,20.6,85,64,74,8.86,0,0
A9676,MR,14.2,88,80,84,7.87,0,0
A9677,MR,17.1,55,46,50,3.36,0,0
A9678,MR,21.4,62,43,52,4.54,0,0
A9679,MR,10.8,72,65,68,3.92,0,0
A9680,MR,12.1,62,47,54,2.77,0,0
A9681,MR,16.3,65,53,59,4.46,0,0
A9682,MR,18.5,65,52,58,4.89,0,0
A9683,BNS,21.3,72,55,63,6.64,0,0
A9684,MR,16.8,58,43,50,3.3,0,0
A9685,MR,13.9,70,58,64,4.47,0,0
A9686,MR,13.1,66,60,63,4.08,0,0
A9687,MR,11.6,64,59,61,3.39,0,0
A9688,MR,12.5,91,69,80,6.28,0,0
A9689,MR,11.6,87,73,80,5.83,0,0
A9690,MR,14.8,128,97,112,13.57,26,6.9
A9691,MR,13.1,74,64,69,4.9,0,0
A9692,MR,12.3,86,65,75,5.43,0,0
A9693,MR,21.2,79,60,69,7.93,0,0
A9694,MR,18.1,81,67,74,6.66,25,14.5
A9695,MR,22.5,75,48,61,6.35,10,3.4
A9696,MR,21.3,85,62,73,8.91,0,0
A9697,MR,20.3,61,45,53,4.28,10,4.5
A9698,MR,20.4,66,49,57,5.21,0,0
A9699,MR,20.9,70,45,57,5.33,0,0
A9700,MR,13.7,60,48,54,3.14,0,0
A9701,MR,12.3,66,60,63,3.56,15,7.2
A9702,BNS,17.3,92,80,86,9.29,21,7.6
A9703,MR,17.8,97,87,92,11.57,12,2.2
A9704,BNS,21.9,62,43,52,4.65,0,0
A9705,MR,21.6,101,78,89,13.44,0,0
A9706,MR,17.7,60,43,51,3.62,0,0
A9707,BNS,22.4,79,56,67,7.9,0,0
A9708,MR,20.1,71,50,60,5.68,0,0
A9709,MR,14.1,73,57,65,4.54,10,3
A9710,MR,10.4,56,52,54,2.38,0,0
A9711,KR,20.9,62,41,51,4.27,0,0
A9712,KR,19.2,68,52,60,5.43,0,0
A9713,MR,21.4,65,46,55,5.08,0,0
A9714,KR,23,66,51,58,6.08,0,0
A9715,KR,23,66,43,54,5.27,0,0
A9716,KR,23.1,65,50,57,5.89,0,0
A9717,MR,20.4,61,43,52,4.33,0,0
A9718,KR,21.6,74,57,65,7.17,0,0
A9719,KR,10.3,66,55,60,2.91,0,0
A9720,MR,10.6,52,46,49,2,0,0
A9721,MR,16.8,84,64,74,7.23,0,0
A9722,MR,18,59,47,53,3.97,0,0
A9723,MR,10.1,62,52,57,2.58,0,0
A9724,KR,11,71,56,63,3.43,0,0
A9725,KR,12.9,56,52,54,2.95,0,0
A9726,MR,19.1,87,69,78,8.51,18,6.8
A9727,KR,19.4,83,60,71,7.68,0,0
A9728,MR,20.4,64,46,55,4.85,0,0
A9729,KR,18,105,94,99,13.86,0,0
A9730,KR,24.1,77,59,68,8.75,0,0
A9731,KR,17.5,59,40,49,3.3,0,0
A9732,KR,21.4,67,47,57,5.46,0,0
A9733,KR,16.7,68,56,62,5.04,0,0
A9734,BNS,12.3,59,53,56,3.03,0,0
A9735,MR,17.2,59,45,52,3.65,0,0
A9736,MR,19.8,65,43,54,4.53,0,0
A9737,MR,21.3,66,43,54,4.88,0,0
A9738,MR,13,66,56,61,3.8,0,0
A9739,MR,15.1,63,47,55,3.59,0,0
A9740,MR,21.9,70,45,57,5.59,0,0
A9741,MR,18.3,67,56,61,5.35,0,0
A9742,MR,13.5,67,54,60,3.82,0,0
A9743,MR,17.7,55,45,50,3.48,0,0
A9744,MR,18.9,57,42,49,3.56,0,0
A9745,MR,22,56,42,49,4.15,0,0
A9746,MR,22.1,72,46,59,6.04,0,0
A9747,MR,22,70,41,55,5.23,0,0
A9748,MR,19.3,60,47,53,4.26,0,0
A9749,MR,22.5,70,50,60,6.36,0,0
A9750,MR,17.6,70,59,64,5.66,0,0
A9751,MR,22.9,80,55,67,8.07,0,0
A9752,MR,15.1,58,44,51,2.93,10,4.9
A9753,MR,14.1,65,50,57,3.6,0,0
A9754,MR,16.9,72,56,64,5.44,0,0
A9755,MR,12.5,55,43,49,2.36,0,0
A9756,MR,18,68,55,61,5.26,0,0
A9757,MR,19.9,72,45,58,5.26,0,0
A9758,MR,8.1,59,51,55,1.92,0,0
A9759,MR,17.7,63,58,60,5,0,0
A9760,MR,10.1,86,84,85,5.59,12,2.5
A9761,MR,19.2,68,51,59,5.25,0,0
A9762,BNS,22.5,73,43,58,5.94,0,0
A9763,MR,13.4,86,73,79,6.57,0,0
A9764,BNS,17.1,60,48,54,3.71,11,5.3
A9765,MR,18.2,65,45,55,4.32,0,0
A9766,MR,16.1,61,48,54,3.69,0,0
A9767,MR,13.6,69,55,62,4.11,0,0
A9768,MR,16.3,68,55,61,4.76,0,0
A9769,MR,21,55,43,49,3.96,0,0
A9770,BNS,18.1,110,96,103,12.19,40,19.2
A9771,BNS,15.5,125,107,116,14.25,37,13
A9772,BNS,11.5,120,116,118,11.55,30,8.2
A9773,BNS,11.5,82,73,77,5.1,15,4.8
A9774,MR,22.3,58,44,51,4.56,0,0
A9775,KR,20.1,79,53,66,6.88,0,0
A9776,KR,14.1,68,58,63,3.65,23,17
A9777,MR,15.2,73,55,64,4.89,0,0
A9778,MR,20.3,86,65,75,8.97,0,0
A9779,BNS,16.4,71,50,60,4.64,0,0
A9780,BNS,16.2,53,40,46,2.69,0,0
A9781,MR,21.7,55,43,49,4.09,0,0
A9782,BNS,15.8,59,44,51,3.23,0,0
A9783,BNS,23.1,97,75,86,13.42,0,0
A9784,BNS,18.1,68,54,61,5.29,0,0
A9785,MR,15.2,57,45,51,3.11,0,0
A9786,MR,20.7,60,45,52,4.4,0,0
A9787,MB,16.2,63,50,56,3.46,18,13.2
A9788,MR,14.3,76,61,68,5.19,0,0
A9789,MR,18.6,84,66,75,7.62,18,7.3
A9790,MR,11.1,57,42,49,2.09,0,0
A9791,MB,17,74,61,67,5.99,0,0
A9792,MR,15.2,55,40,47,2.64,0,0
A9793,MR,22.2,85,63,74,9.55,0,0
A9794,MR,21.5,63,46,54,4.92,0,0
A9795,MR,19.8,72,51,61,5.21,17,9.9
A9796,MR,12.4,70,62,66,4.24,0,0
A9797,BNS,9.1,52,41,46,1.51,0,0
A9798,MR,12.6,87,70,78,6.02,0,0
A9799,MR,16.5,75,55,65,5.48,0,0
A9800,MR,15.6,65,54,59,4.27,0,0
A9801,MR,14.8,60,42,51,3.02,0,0
A9802,MR,17.7,58,45,51,3.62,0,0
A9803,MR,11.3,62,46,54,2.59,0,0
A9804,MR,12.2,98,85,91,7.93,0,0
A9805,KR,16.1,58,45,51,3.29,0,0
A9806,MR,13.3,64,58,61,3.89,0,0
A9807,MR,13,64,58,61,3.8,0,0
A9808,MR,19.5,72,50,61,5.7,0,0
A9809,MR,14.9,63,51,57,3.8,0,0
A9810,MR,12,90,72,81,6.18,0,0
A9811,MR,15,72,59,65,4.98,0,0
A9812,KR,12.2,70,61,65,3.56,20,12.1
A9813,BNS,20.1,67,51,59,5.5,0,0
A9814,BNS,16.9,60,48,54,3.87,0,0
A9815,MR,16,78,58,68,5.81,0,0
A9816,KR,13.9,73,64,68,5.05,0,0
A9817,KR,16,64,58,61,4.68,0,0
A9818,MR,20.2,61,47,54,4.63,0,0
A9819,BNS,19.4,80,71,75,8.57,0,0
A9820,BNS,16.4,105,96,100,11.4,30,11.5
A9821,MR,21.8,76,49,62,6.58,0,0
A9822,MB,13.2,70,58,64,3.66,21,13.7
A9823,MR,19.5,74,55,64,6.27,0,0
A9824,KR,21.1,63,51,57,5.38,0,0
A9825,BNS,15.2,66,47,56,3.74,0,0
A9826,BNS,18.1,58,51,54,4.15,0,0
A9827,MB,17,59,48,53,3.75,0,0
A9828,MB,15.6,79,57,68,5.67,0,0
A9829,BNS,13.3,52,42,47,2.31,0,0
A9830,KR,21.3,76,52,64,6.85,0,0
A9831,KR,18.5,65,53,59,5.06,0,0
A9832,KR,15.1,61,48,54,3.46,0,0
A9833,KR,16.6,65,43,54,3.8,0,0
A9834,KR,16.7,74,50,62,5.04,0,0
A9835,KR,19.3,60,50,55,4.59,0,0
