noBtg,jenis,panjang,pangkal,ujung,rata2,volume,grCm,grPersen
A7674,KR,21.7,72,52,62,6.55,0,0
A7675,KR,22.4,68,45,56,5.52,0,0
A7676,KR,17.7,59,45,52,3.76,0,0
A7677,KR,18.7,63,46,54,4.28,0,0
A7678,MR,11.1,85,70,77,5.17,0,0
A7679,MB,14.5,70,61,65,4.05,23,15.9
A7680,MR,17,72,59,65,5.35,13,5.1
A7681,MB,17.6,71,60,65,4.91,23,15.9
A7682,MB,17,63,48,55,3.75,13,7.1
A7683,MB,20.1,85,60,72,7.98,10,2.5
A7684,BNS,18.1,64,48,56,4.46,0,0
A7685,BNS,19.3,62,40,51,3.94,0,0
A7686,MR,19.1,62,44,53,4.21,0,0
A7687,MB,16.4,77,60,68,5.96,0,0
A7688,MR,17.9,62,47,54,4.1,0,0
A7689,KR,14.5,63,44,53,3.2,0,0
A7694,MB,15.8,60,46,53,3.49,0,0
A7695,KR,13.6,54,43,48,2.46,0,0
A7696,MR,13.4,73,64,68,4.87,0,0
A7697,KR,18,69,56,62,5.17,12,4.8
A7698,KR,12.9,85,72,78,6.16,0,0
A7699,KR,15.3,81,62,71,6.06,0,0
A7700,KR,15.7,78,62,70,5.64,16,6.7
A7701,KR,15,67,52,59,4.1,0,0
A7702,KR,20.5,57,40,48,3.71,0,0
A7703,KR,21.3,64,42,53,4.7,0,0
A7704,KR,22.7,65,42,53,5.01,0,0
A7705,KR,17.2,72,57,64,5.53,0,0
A7706,KR,22.1,69,45,57,5.64,0,0
A7707,KR,16.3,72,53,62,4.92,0,0
A7708,KR,21.9,61,47,54,5.02,0,0
A7709,KR,19.2,66,50,58,5.07,0,0
A7710,KR,13.3,80,68,74,5.72,0,0
A7711,KR,11.5,80,72,76,4.8,19,8
A7712,MR,15.6,74,60,67,5.24,13,4.8
A7713,MR,20.6,65,44,54,4.72,0,0
A7714,MR,14.9,60,48,54,3.41,0,0
A7715,MR,11.6,61,59,60,3.28,0,0
A7716,MR,19.2,92,62,77,8.94,0,0
A7717,BNS,23.1,110,74,92,14.53,19,5.4
A7718,MR,22.7,88,60,74,9.76,0,0
A7719,MR,12.7,78,62,70,4.89,0,0
A7720,MR,15.8,92,76,84,8.76,0,0
A7721,MR,14.7,80,50,65,4.88,0,0
A7722,MR,9.5,85,79,82,4.92,10,1.9
A7723,MR,11.1,75,63,69,4.15,0,0
A7724,MR,17.7,55,40,47,3.07,0,0
A7725,MR,17.7,59,43,51,3.62,0,0
A7726,BNS,12.3,102,94,98,9.28,0,0
A7727,BNS,16.8,58,42,50,3.3,0,0
A7728,BNS,11.2,100,88,94,6.4,35,17.6
A7729,MR,12.9,57,50,53,2.85,0,0
A7730,BNS,16.7,61,54,57,3.59,20,15.7
A7731,BNS,21.3,70,51,60,6.02,0,0
A7732,MR,17.8,72,51,61,5.2,0,0
A7733,MR,15.7,102,83,92,10.44,0,0
A7734,MR,14.2,120,101,110,13.49,0,0
A7735,KR,15.6,85,74,79,7.02,20,8.2
A7736,KR,9.8,105,88,96,6.85,16,3.5
A7737,KR,13.1,92,84,88,7.97,0,0
A7738,MR,16.2,59,43,51,3.31,0,0
A7739,MR,15.7,74,60,67,5.54,0,0
A7740,MR,13.6,63,47,55,3.23,0,0
A7741,MB,15,71,53,62,3.66,24,19.1
A7742,KR,14,62,50,56,3.45,0,0
A7743,BNS,21,77,58,67,7.4,0,0
A7744,KR,18.9,97,77,87,10.15,24,9.7
A7745,MR,22.8,78,56,67,8.04,0,0
A7746,MR,11.5,115,105,110,10.93,0,0
A7747,MR,10.1,55,50,52,2.14,0,0
A7748,MR,14.3,59,48,53,3.15,0,0
A7749,BNS,15.2,70,54,62,4.2,16,8.5
A7750,MR,21.1,71,52,61,6.17,0,0
A7751,MR,17.2,63,48,55,4.09,0,0
A7752,MR,17.4,62,44,53,3.84,0,0
A7753,MR,16,61,50,55,3.8,0,0
A7754,MR,22,73,50,61,6.43,0,0
A7755,MR,14,66,52,59,3.83,0,0
A7756,MR,13.2,84,66,75,5.83,0,0
A7757,MR,21,88,68,78,9.43,17,6
A7758,MR,19.7,66,47,56,4.85,0,0
A7759,MR,12.4,70,58,64,3.99,0,0
A7760,MR,10.9,82,69,75,4.82,0,0
A7761,MR,19.8,67,45,56,4.68,10,4.1
A7762,MB,17.9,77,52,64,5.58,10,3.1
A7763,MB,17.3,85,70,77,7.49,18,7
A7764,MR,12.1,90,76,83,6.55,0,0
A7765,MR,11.2,70,64,67,3.95,0,0
A7766,MR,14.1,56,45,50,2.77,0,0
A7767,MR,14.2,84,74,79,6.96,0,0
A7768,MR,18,82,58,70,6.93,0,0
A7769,MR,19.3,62,52,57,4.92,0,0
A7770,BNS,16.7,60,42,51,3.08,14,9.6
A7771,MR,21.4,65,52,58,5.65,0,0
A7772,MR,14.7,59,44,51,2.83,11,5.9
A7773,MR,18.6,67,57,62,5.62,0,0
A7774,MR,16.9,70,56,63,5.27,0,0
A7775,MR,15.4,78,65,71,5.88,12,3.6
A7776,MR,16.8,60,52,56,4.14,0,0
A7777,MR,8.2,65,50,57,2.09,0,0
A7778,MR,13.9,75,62,68,5.05,0,0
A7779,MR,11.7,73,62,67,4.13,0,0
A7780,BNS,23.5,81,63,72,8.8,18,8
A7781,BNS,12.7,108,95,101,10.18,0,0
A7782,BNS,12.4,130,108,119,10.69,50,22.5
A7783,BNS,16.5,122,104,113,16.55,0,0
A7784,KR,17.2,80,60,70,6.62,0,0
A7785,MB,18.7,110,93,101,12.42,37,17.1
A7836,MR,16.9,80,56,68,6.14,0,0
A7837,MR,20.5,72,48,60,5.8,0,0
A7838,MR,18.3,62,45,53,4.04,0,0
A7839,MR,16.2,66,47,56,3.99,0,0
A7840,MR,19.4,65,49,57,4.95,0,0
A7841,MB,21,74,51,62,6.09,11,4
A7847,KR,18.8,54,40,47,3.26,0,0
A7848,KR,20.1,60,46,53,4.43,0,0
A7849,KR,21.1,55,41,48,3.82,0,0
A7850,KR,21.5,61,43,52,4.57,0,0
A7851,KR,22.9,76,46,61,6.69,0,0
A7852,KR,16.9,56,40,48,3.06,0,0
A7853,KR,22.2,67,45,56,5.47,0,0
A7854,KR,19.1,60,46,53,4.21,0,0
A7855,KR,17.8,55,40,47,3.09,0,0
A7856,KR,17.1,57,40,48,3.09,0,0
A7857,KR,15,75,50,62,4.53,0,0
A7858,KR,17.4,72,49,60,4.92,0,0
A7859,KR,13.8,76,64,70,4.91,17,7.5
A7860,MR,18.2,62,43,52,3.87,0,0
A7861,KR,22,62,48,55,5.23,0,0
A7862,KR,19.8,65,40,52,4.2,0,0
A7863,MR,19.3,61,46,53,4.26,0,0
A7864,KR,19.9,60,40,50,3.91,0,0
A7865,MR,21.9,70,44,57,5.59,0,0
A7866,MB,16,56,40,48,2.9,0,0
A7867,MR,16.9,55,40,47,2.93,0,0
A7868,MR,18.2,65,41,53,3.66,14,8.9
A7869,MR,15,58,45,51,3.06,0,0
A7870,MR,16.5,55,41,48,2.99,0,0
A7871,MB,13.1,52,40,46,1.88,15,13.5
A7872,KR,21.4,65,45,55,5.08,0,0
A7873,KR,16.8,90,73,81,8.66,0,0
A7874,KR,16.7,57,45,51,3.41,0,0
A7875,KR,14.9,57,40,48,2.7,0,0
A7876,BNS,14.2,67,59,63,3.74,22,15.5
A7877,MR,9.8,55,48,51,2,0,0
A7878,KR,22.9,84,55,69,8.56,0,0
A7879,KR,19.6,60,45,52,4.16,0,0
A7880,KR,18.7,64,47,55,4.44,0,0
A7881,MR,12.9,56,44,50,2.4,10,5.1
A7882,KR,19.2,60,43,51,3.92,0,0
A7883,MB,14.1,54,43,48,2.19,16,14.1
A7884,KR,18.2,70,63,66,6.23,0,0
A7885,MR,21.7,64,46,55,5.16,0,0
A7886,MB,18,56,44,50,3.53,0,0
A7887,KR,19.4,59,42,50,3.81,0,0
A7888,KR,18.2,55,46,50,3.57,0,0
A7889,KR,9.9,57,40,48,1.79,0,0
A7890,KR,20,68,52,60,5.65,0,0
A7891,KR,14.9,58,46,52,3.16,0,0
A7892,MB,15.4,55,42,48,2.63,10,5.5
A7893,MR,16.3,54,41,47,2.83,0,0
A7894,MR,11.8,60,47,53,2.6,0,0
A7895,MR,9.4,55,48,51,1.92,0,0
A7896,MR,9.3,63,54,58,2.46,0,0
A7897,MR,11.3,55,47,51,2.31,0,0
A7898,MR,12.2,60,52,56,2.52,20,16.2
A7901,MR,22.9,71,50,60,6.47,0,0
A7902,MB,16.3,59,50,54,3.41,14,8.6
A7904,KR,14.6,59,52,55,3.47,0,0
A7913,MR,21.4,65,52,58,5.65,0,0
A7914,MR,14.1,64,49,56,3.47,0,0
A7915,MR,19.7,62,46,54,4.51,0,0
A7916,MR,15.9,75,55,65,5.28,0,0
A7917,MR,19.4,84,60,72,7.9,0,0
A7918,MR,17.9,80,57,68,6.5,0,0
A7919,MR,11.7,62,56,59,3.2,0,0
A7920,MR,17.4,91,66,78,8.31,0,0
A7921,MR,18.6,63,48,55,4.42,0,0
A7922,MR,12.7,65,50,57,3.24,0,0
A7923,MB,17.6,75,59,67,6.21,0,0
A7924,BNS,18.1,76,62,69,6.18,18,8.7
A7925,MR,19.3,92,68,80,9.7,0,0
A7926,MR,16.8,74,48,61,4.91,0,0
A7927,MR,16.6,70,53,61,4.85,0,0
A7928,MR,11.2,60,57,58,2.96,0,0
A7929,MR,18.8,68,50,59,5.14,0,0
A7930,MB,8.1,96,86,91,4.72,26,10.4
A7931,MR,12.1,77,72,74,5.2,0,0
A7932,MR,21.5,75,60,67,7.58,0,0
A7933,MR,18.1,65,46,55,4.3,0,0
A7934,MR,17.4,85,60,72,7.08,0,0
A7935,MR,19.5,64,49,56,4.8,0,0
A7936,MR,16.3,89,70,79,7.99,0,0
A7937,MR,14.8,80,60,70,5.7,0,0
A7938,MR,15.7,80,72,76,7.12,0,0
A7939,MR,10.8,70,60,65,3.34,15,6.8
A7940,MR,19.3,60,44,52,4.1,0,0
A7941,MR,18,58,55,56,4.43,0,0
A7942,MR,19.4,82,65,73,8.12,0,0
A7943,MR,17.8,95,72,83,9.63,0,0
A7944,MR,10.1,78,70,74,4.34,0,0
A7945,MR,10,72,70,71,3.96,0,0
A7946,MR,19.4,56,45,50,3.25,17,14.7
A7947,MR,18.1,69,53,61,5.29,0,0
A7948,MR,11.8,65,55,60,3.34,0,0
A7949,MR,15,55,45,50,2.95,0,0
A7950,MR,11.8,82,72,77,5.15,17,6.2
A7951,MR,13.2,57,42,49,2.49,0,0
A7952,MB,21.1,70,56,63,6.58,0,0
A7953,MR,19.2,85,72,78,9.17,0,0
A7954,MR,17.1,67,46,56,3.39,22,19.6
A7955,MR,13.5,72,60,66,4.62,0,0
A7956,MR,10.8,72,59,65,3.58,0,0
A7957,MR,11.7,69,52,60,3.31,0,0
A7958,MR,20.8,52,43,47,3.61,0,0
A7959,MR,16.3,74,60,67,5.75,0,0
A7960,MR,18.9,72,46,59,5.17,0,0
A7961,MR,19.8,63,49,56,4.88,0,0
A7962,MR,21.5,64,45,54,4.92,0,0
A7963,MR,17.5,65,44,54,4.01,0,0
A7980,KR,14.4,60,47,53,3.18,0,0
A7981,BNS,13.5,51,40,45,2.15,0,0
A7982,KR,9.8,51,40,45,1.56,0,0
A7983,KR,10,51,40,45,1.59,0,0
A7984,BNS,13.5,50,41,45,2.01,10,6.3
A7985,KR,9.5,50,40,45,1.51,0,0
A7986,KR,15.2,50,40,45,2.27,10,6.3
A8003,MR,20.7,87,60,73,8.66,0,0
A8004,KR,13.9,80,62,71,5.5,0,0
A8005,KR,9.9,54,49,51,2.02,0,0
A8006,KR,22.2,59,45,52,4.71,0,0
A8007,KR,12.2,81,65,73,5.11,0,0
A8008,MR,16.2,90,66,78,6.56,27,15.3
A8009,MR,13.5,73,58,65,4.48,0,0
A8010,BNS,14,50,46,48,2.53,0,0
A8011,MR,12.9,70,58,64,4.15,0,0
A8012,MR,13,90,72,81,6.7,0,0
A8013,BNS,11.9,66,49,57,3.04,0,0
A8014,MR,21.4,55,43,49,4.04,0,0
A8015,MR,19.3,70,55,62,5.83,0,0
A8016,MR,20,60,49,54,4.38,10,4.4
A8017,MR,14.9,90,74,82,7.87,0,0
A8018,MR,20,57,41,49,3.53,11,6.4
A8019,MR,18.7,70,56,63,5.08,20,12.8
A8020,MR,22.3,67,51,59,6.1,0,0
A8021,KR,21.8,67,49,58,5.76,0,0
A8022,KR,19.7,70,56,63,6.14,0,0
A8023,KR,20,64,55,59,5.47,0,0
A8024,KR,20.9,72,45,58,5.52,0,0
A8025,KR,16.5,55,40,47,2.86,0,0
A8026,KR,12,76,62,69,3.96,21,11.8
A8027,MR,13.8,84,73,78,6.04,20,8.4
A8028,BNS,15.6,64,51,57,3.76,12,5.6
A8029,MR,14,66,59,62,4.09,10,3.3
A8030,MB,12.1,70,61,65,3.74,15,6.8
A8033,MR,11.8,80,60,70,4.2,17,7.5
A8034,MB,15.4,62,48,55,3.66,0,0
A8035,MB,14.1,82,68,75,6.02,12,3.3
A8036,MR,13.1,80,69,74,5.63,0,0
A8037,KR,13.9,60,46,53,3.07,0,0
A8038,MB,13.3,60,54,57,3.39,0,0
A8039,MB,14.8,55,49,52,3.14,0,0
A8040,MR,17.1,71,51,61,5,0,0
A8041,MR,17,77,57,67,5.99,0,0
A8042,MR,22.6,72,52,62,6.82,0,0
A8043,MB,21.4,70,61,65,7.1,0,0
A8044,MR,15.6,68,51,59,4.27,0,0
A8045,MR,10.6,69,57,63,3.15,12,4.6
A8046,MR,17.4,65,53,59,4.76,0,0
A8047,MB,15.1,102,85,93,9.96,14,2.9
A8048,MB,14.4,90,78,84,7.34,21,8
A8049,KR,14.7,54,40,47,2.55,0,0
A8050,MR,17,65,52,58,4.49,0,0
A8059,KR,16.6,94,67,80,8.34,0,0
A8060,KR,21.2,77,50,63,6.61,0,0
A8061,KR,19,70,55,62,5.74,0,0
A8062,KR,20.9,72,50,61,6.11,0,0
A8063,MR,17.7,96,72,84,9.81,0,0
A8064,KR,18.4,65,49,57,4.7,0,0
A8065,KR,15,55,40,47,2.6,0,0
A8066,KR,20.9,69,54,61,6.11,0,0
A8067,KR,22.6,73,50,61,6.6,0,0
A8068,KR,17.7,71,54,62,5.34,0,0
A8069,KR,15.6,57,46,51,3.19,0,0
A8070,KR,12.6,59,44,51,2.57,0,0
A8071,KR,19.1,84,72,78,8.81,13,3.5
A8072,KR,16.6,59,42,50,3.26,0,0
A8073,MR,19.8,65,46,55,4.7,0,0
A8074,KR,23.1,71,55,63,7.2,0,0
A8075,KR,19.9,52,40,46,3.31,0,0
A8076,KR,20.9,64,48,56,5.15,0,0
A8077,KR,20.1,71,52,61,5.87,0,0
A8078,KR,17.5,53,40,46,2.91,0,0
A8079,KR,16.4,53,40,46,2.73,0,0
A8080,KR,21.6,66,47,56,5.32,0,0
A8081,KR,21.1,67,50,58,5.57,0,0
A8082,KR,21.5,52,40,46,3.57,0,0
A8083,KR,15.7,66,52,59,4.03,13,6.2
A8084,KR,17.1,60,44,52,3.38,12,6.8
A8085,KR,18.6,63,43,53,4.1,0,0
A8086,MR,11.1,55,45,50,2.18,0,0
A8087,MB,17.2,66,50,58,3.92,19,13.7
A8088,MR,18.7,60,46,53,4.13,0,0
A8089,KR,13.5,59,52,55,2.86,16,10.8
A8090,KR,16.7,57,40,48,3.02,0,0
A8091,KR,17.1,61,41,51,3.49,0,0
A8092,KR,14.8,62,53,57,3.78,0,0
A8093,KR,19.4,65,40,52,4.12,0,0
A8094,KR,17.4,60,46,53,3.84,0,0
A8095,KR,18.5,60,44,52,3.93,0,0
A8096,KR,21.1,82,57,69,7.89,0,0
A8097,KR,17.9,65,47,56,4.41,0,0
A8098,KR,19.8,56,42,49,3.73,0,0
A8099,KR,18.2,57,40,48,3.29,0,0
A8100,KR,13.6,57,46,51,2.23,20,19.6
A8101,MR,19.3,60,42,51,3.94,0,0
A8102,KR,16.1,60,48,54,3.69,0,0
A8103,KR,18.1,62,49,55,4.3,0,0
A8104,MR,18.4,66,46,56,4.53,0,0
A8105,KR,20.8,76,62,69,7.78,0,0
A8106,KR,14.5,73,57,65,4.81,0,0
A8107,KR,16.4,62,40,51,3.35,0,0
A8108,KR,14.1,55,40,47,2.45,0,0
A8109,KR,16.1,57,45,51,3.29,0,0
A8110,KR,16.1,55,40,47,2.79,0,0
A8111,BNS,16.1,62,41,51,3.13,10,4.9
A8112,KR,19.3,60,43,51,3.94,0,0
A8113,MB,17.6,64,46,55,4.18,0,0
A8114,MR,18.9,62,45,53,3.8,14,8.9
A8115,MR,13.6,65,54,59,3.37,16,9.4
A8116,MR,17,58,45,51,3.47,0,0
A8117,MB,17.1,63,42,52,3.08,18,15.3
A8118,MR,14.4,55,40,47,2.5,0,0
A8119,MB,17.4,64,49,56,4.29,0,0
A8124,KR,17.6,58,40,49,3.32,0,0
A8164,KR,11.6,79,65,72,4.72,0,0
A8165,KR,11,65,55,60,3.11,0,0
A8169,MB,13.5,65,52,58,3.22,16,9.7
A8170,MB,13.2,52,43,47,1.81,19,20.8
A8172,MB,13,69,56,62,3.41,20,13.2
A8176,KR,21.7,67,53,60,6.14,0,0
A8178,KR,17,64,53,58,4.49,0,0
A8179,KR,18.4,63,46,54,4.21,0,0
A8180,KR,21.1,68,43,55,5.01,0,0
A8181,MR,14.4,58,43,50,2.62,12,7.3
A8182,KR,18.6,73,52,62,5.62,0,0
A8183,MB,16.7,80,64,72,5.99,22,11.9
A8184,KR,16.6,57,46,51,3.39,0,0
A8185,MB,15.4,74,56,65,4.76,15,6.8
A8186,MB,13.2,68,55,61,3.86,0,0
A8187,KR,14.6,55,44,49,2.75,0,0
A8188,KR,15,69,52,60,4.24,0,0
A8193,KR,12.1,59,47,53,2.67,0,0
A8195,KR,17.6,55,40,47,3.05,0,0
A8198,KR,18,58,40,49,3.39,0,0
A8201,KR,15.5,52,40,46,2.58,0,0
A8202,KR,17.2,59,44,51,3.51,0,0
A8205,KR,15.1,87,75,81,7.05,22,9.4
A8206,KR,22,69,50,59,6.01,0,0
A8207,KR,12.3,55,40,47,2.13,0,0
A8208,MR,17.5,62,43,52,3.72,0,0
A8209,MR,11.9,60,54,57,3.04,0,0
A8210,MB,8,75,63,69,2.91,10,2.7
A8212,KR,15.8,70,54,62,4.77,0,0
A8225,MB,12.7,77,68,72,4.17,28,19.3
A8227,MR,13.7,60,48,54,3.14,0,0
A8229,MB,8.8,52,40,46,1.37,10,6
A8230,KR,17.8,59,44,51,3.64,0,0
A8231,KR,17.4,54,42,48,3.15,0,0
A8232,KR,19.6,64,42,53,4.32,0,0
A8233,KR,19.7,72,44,58,5.2,0,0
A8234,KR,21.9,58,40,49,4.13,0,0
A8235,KR,21.2,61,41,51,4.33,0,0
A8236,MR,19.1,59,41,50,3.75,0,0
A8237,KR,11.7,55,46,50,2.3,0,0
A8238,KR,9.6,65,55,60,2.71,0,0
A8239,KR,11.5,56,40,48,2.08,0,0
A8240,MB,14.2,60,44,52,2.87,10,4.7
A8241,MR,19.7,68,56,62,5.95,0,0
A8242,MR,16.6,66,52,59,4.54,0,0
A8243,KR,19.1,51,45,48,3.46,0,0
A8244,KR,17.1,58,40,49,3.22,0,0
A8245,KR,14.5,56,40,48,2.62,0,0
A8246,KR,15,58,40,49,2.83,0,0
A8247,MB,15.2,55,41,48,2.36,16,14.1
A8248,MB,15.3,51,40,45,2.43,0,0
A8249,MR,19.4,80,58,69,7.25,0,0
A8250,BNS,13.6,72,58,65,3.66,25,18.8
A8251,MB,12.6,80,71,75,5.28,15,5.1
A8252,MR,22.4,55,41,48,4.05,0,0
A8253,MB,12.2,87,69,78,5.83,0,0
A8254,MB,13.2,69,56,62,3.69,15,7.5
A8255,MB,16.2,69,48,58,4.28,0,0
A8256,MR,13.1,60,51,55,3.11,0,0
A8257,MB,16.2,65,54,59,3.78,20,14.6
A8258,MB,14.9,61,52,56,3.34,15,9.1
A8259,MB,11.2,54,42,48,1.92,10,5.5
A8260,MR,20.9,57,40,48,3.78,0,0
A8261,KR,16.3,54,41,47,2.83,0,0
A8262,KR,19.7,55,43,49,3.71,0,0
A8263,KR,21.2,68,49,58,5.6,0,0
A8264,KR,19.1,55,39,47,3.31,0,0
A8265,KR,15,68,55,61,4.38,0,0
A8266,KR,20.2,78,58,68,7.34,0,0
A8267,KR,21.1,62,48,55,5.01,0,0
A8268,KR,18.9,66,46,56,4.66,0,0
A8269,KR,20.6,52,40,46,3.42,0,0
A8274,MR,13.5,64,55,59,3.69,0,0
A8276,MB,16.6,72,58,65,4.84,20,12.1
A8277,KR,13.2,52,40,46,2.19,0,0
A8278,KR,19,60,47,53,4.19,0,0
A8279,KR,15.5,55,40,47,2.69,0,0
A8280,KR,19.4,56,40,48,3.51,0,0
A8281,KR,21.1,68,49,58,5.57,0,0
A8282,KR,17.7,68,54,61,5.17,0,0
A8283,KR,19.3,63,46,54,4.42,0,0
A8284,KR,19.4,55,43,49,3.66,0,0
A8285,KR,20.8,58,41,49,3.92,0,0
A8286,KR,22.5,56,40,48,4.07,0,0
A8287,KR,14.3,56,51,53,3.15,0,0
A8288,KR,16.4,58,44,51,3.35,0,0
A8289,KR,19.9,63,43,53,4.19,10,4.5
A8290,KR,19.4,53,42,47,3.37,0,0
A8291,KR,21.1,56,38,47,3.66,0,0
A8292,KR,14.6,53,40,46,2.43,0,0
A8293,KR,20.8,59,41,50,4.08,0,0
A8294,KR,18.7,55,38,46,3.11,0,0
A8295,KR,16.8,60,40,50,3.3,0,0
A8296,KR,12,53,40,46,1.99,0,0
A8297,KR,14.3,50,40,45,2.27,0,0
A8298,KR,16,55,40,47,2.78,0,0
A8299,KR,17.9,55,40,47,3.11,0,0
A8300,KR,13.6,56,40,48,2.46,0,0
A8301,KR,13.8,52,40,46,2.29,0,0
A8302,KR,22.5,67,52,59,6.15,0,0
A8303,KR,13.9,50,40,45,2.21,0,0
A8304,KR,17.2,68,55,61,5.03,0,0
A8305,MR,21.8,69,50,59,5.96,0,0
A8306,MR,15.6,65,53,59,4.27,0,0
A8307,MR,15,71,58,64,4.83,0,0
A8308,MR,16.4,87,70,78,7.84,0,0
A8309,MR,16.3,62,45,53,3.6,0,0
A8310,MR,13,60,48,54,2.98,0,0
A8311,MR,18.1,60,46,53,3.64,14,8.9
A8312,MR,21.2,55,44,49,4,0,0
A8313,MR,14.1,71,60,65,4.68,0,0
A8314,MR,19.7,70,49,59,5.39,0,0
A8315,MR,17,55,44,49,3.21,0,0
A8316,MR,19.8,82,65,73,8.29,0,0
A8317,MR,16.7,70,45,57,4.26,0,0
A8318,MR,12.8,92,69,80,6.43,0,0
A8319,MR,23.1,95,68,81,10.97,20,7.8
A8320,MR,10.7,88,77,82,5.65,0,0
A8321,KR,15.1,75,56,65,5.01,0,0
A8322,KR,16.4,92,70,81,8.45,0,0
A8323,KR,19.6,57,40,48,3.55,0,0
A8324,MB,12.4,66,53,59,3.11,15,8.2
A8325,KR,19.6,82,51,66,6.71,0,0
A8326,KR,18,60,41,50,3.53,0,0
A8327,MB,13.4,60,47,53,2.96,0,0
A8328,KR,19.1,58,41,49,3.6,0,0
A8329,MR,13.3,63,52,57,3.39,0,0
A8330,MB,16.1,55,49,52,3.42,0,0
A8331,MB,14.1,50,42,46,1.94,17,17.4
A8332,MB,17.2,58,41,49,2.69,18,17.2
A8333,KR,15.2,60,42,51,3.11,0,0
A8334,KR,12.7,60,43,51,2.59,0,0
A8335,MB,12.4,52,48,50,2.43,0,0
A8336,MB,15,56,48,52,3.19,0,0
A8337,MB,13.6,51,40,45,1.97,12,9.1
A8338,MR,14.4,55,40,47,2.35,10,5.8
A8339,KR,12.5,50,40,45,1.99,0,0
A8340,KR,22.3,66,47,56,5.49,0,0
A8341,KR,22.8,58,40,49,4.3,0,0
A8342,KR,19,55,42,48,3.44,0,0
A8343,KR,20.7,67,42,54,4.74,0,0
A8344,KR,21,61,43,52,4.46,0,0
A8345,KR,18.7,61,40,50,3.67,0,0
A8346,KR,14,55,45,50,2.75,0,0
A8347,KR,11.5,52,40,46,1.91,0,0
A8348,KR,12.6,51,40,45,2,0,0
A8349,MB,21,85,60,72,7.44,23,13
A8350,KR,18.2,61,43,52,3.87,0,0
A8351,KR,16.8,52,40,46,2.79,0,0
A8352,KR,12.6,53,40,46,2.09,0,0
A8353,KR,12,51,40,45,1.91,0,0
A8354,KR,12.4,51,40,45,1.97,0,0
A8355,KR,23,76,46,61,6.72,0,0
A8356,KR,19.3,57,42,49,3.64,0,0
A8357,KR,20.4,63,46,54,4.67,0,0
A8358,KR,18.6,66,44,55,4.42,0,0
A8359,KR,20.6,64,47,55,4.89,0,0
A8360,MB,10.9,55,46,50,2.14,0,0
A8361,MR,20.4,60,49,54,4.27,14,8.6
A8362,MR,20.8,68,44,56,5.12,0,0
A8363,MR,19.1,66,42,54,4.37,0,0
A8364,MR,19.1,70,49,59,5.22,0,0
A8365,MR,17.5,59,46,52,3.72,0,0
A8366,MR,14.1,76,62,69,5.27,0,0
A8367,MB,18.3,65,46,55,4.17,10,4.2
A8368,MR,13.8,60,46,53,3.04,0,0
A8369,MR,18.4,71,55,63,5.74,0,0
A8370,MR,14.4,81,60,70,5.54,0,0
A8371,MR,14.2,63,50,56,3.5,0,0
A8372,MR,11.4,55,42,48,2.06,0,0
A8373,MR,21.8,79,58,68,7.92,0,0
A8374,MR,17.5,66,50,58,4.62,0,0
A8375,MR,23,66,46,56,5.66,0,0
A8376,MR,21.3,76,55,65,7.07,0,0
A8377,MR,22.2,75,53,64,7.14,0,0
A8378,MR,13.6,65,49,57,3.47,0,0
A8379,MR,15.1,65,52,58,3.99,0,0
A8380,MR,20.5,62,46,54,4.69,0,0
A8381,MR,22.6,72,49,60,6.39,0,0
A8382,MR,19.7,62,50,56,4.85,0,0
A8383,MR,19.7,65,46,55,4.48,10,4.2
A8384,MR,13.6,60,50,55,3.23,0,0
A8385,MR,21.1,59,44,51,4.31,0,0
A8386,MR,14.5,76,60,68,5.27,0,0
A8387,MR,17.7,84,62,73,7.41,0,0
A8388,MR,18.5,66,46,56,4.56,0,0
A8389,MR,17.7,70,49,59,4.84,0,0
A8390,MR,17.3,74,60,67,6.1,0,0
A8391,MR,15.8,83,65,74,6.8,0,0
A8392,MR,18.4,82,58,70,7.08,0,0
A8393,MR,17.6,61,45,53,3.88,0,0
A8394,MR,16.5,60,50,55,3.92,0,0
A8395,MR,19.8,73,59,66,6.27,16,7.5
A8396,MR,8.7,73,61,67,2.98,10,2.8
A8397,MR,14.8,89,75,82,7.82,0,0
A8398,MR,20.7,68,50,59,5.66,0,0
A8399,MR,17.6,80,56,68,5.88,17,8
A8400,MR,15.1,56,42,49,2.85,0,0
A8401,MR,12.9,66,54,60,3.65,0,0
A8402,MR,17.4,62,43,52,3.7,0,0
A8403,MR,20.1,82,50,66,6.88,0,0
A8404,MR,12.2,69,52,60,3.45,0,0
A8405,MR,16.4,59,42,50,3.22,0,0
A8406,MR,22.4,72,46,59,6.12,0,0
A8407,MR,17.5,63,50,56,4.31,0,0
A8408,MR,16,62,48,55,3.8,0,0
A8409,MR,15.2,57,46,51,3.11,0,0
A8410,MR,19.2,88,64,76,8.71,0,0
A8411,MR,18.4,60,46,53,4.06,0,0
A8412,MR,16.5,61,48,54,3.78,0,0
A8413,MR,17.9,55,40,47,3.11,0,0
A8414,MB,17.6,90,82,86,9.88,14,3.4
A8415,MR,22.1,94,72,83,11.96,0,0
A8416,MR,21.7,87,68,77,10.1,0,0
A8417,MR,11.5,80,63,71,4.55,0,0
A8418,MR,15.1,63,52,57,3.85,0,0
A8419,MR,21.2,83,64,73,8.87,0,0
A8420,KR,13.5,68,51,59,3.69,0,0
A8421,MR,16.1,80,67,73,6.74,0,0
