noBtg,jenis,panjang,pangkal,ujung,rata2,volume,grCm,grPersen
A4457,MB,16.7,74,55,64,5.04,14,6.1
A4458,MR,17.8,61,46,53,3.93,0,0
A4459,MR,15,61,51,56,3.69,0,0
A4460,MR,20.3,75,50,62,6.13,0,0
A4461,MB,16.5,71,60,65,5.48,0,0
A4462,MB,13.9,55,51,53,3.07,0,0
A4463,KR,19.8,68,46,57,5.05,0,0
A4464,KR,15.8,81,65,73,6.61,0,0
A4465,KR,16.3,55,44,49,2.84,12,7.6
A4466,KR,17.6,57,41,49,3.32,0,0
A4467,KR,16.7,57,41,49,3.15,0,0
A4468,KR,20.7,66,46,56,5.1,0,0
A4469,KR,20,73,54,63,6.23,0,0
A4470,KR,20,71,45,58,5.28,0,0
A4471,KR,21,60,42,51,4.29,0,0
A4472,KR,19.3,69,54,61,5.64,0,0
A4473,KR,22.2,59,45,52,4.71,0,0
A4474,KR,15.9,76,44,60,4.5,0,0
A4475,KR,21.7,71,44,57,5.54,0,0
A4476,KR,15.7,61,44,52,2.93,16,12.1
A4477,MR,17.4,59,46,52,3.7,0,0
A4478,MB,16.2,57,41,49,3.05,0,0
A4479,MR,18,57,43,50,3.53,0,0
A4480,MR,18.9,64,51,57,4.82,0,0
A4481,MB,16.6,95,84,89,9.67,20,6.4
A4482,MB,19.3,66,51,58,4.33,20,15.1
A4483,MR,15.3,71,54,62,4.36,13,5.6
A4484,KR,16.1,71,63,67,5.68,0,0
A4485,KR,17.6,69,48,58,4.65,0,0
A4486,KR,19.6,69,48,58,5.18,0,0
A4487,KR,21,72,51,61,6.14,0,0
A4488,KR,18.9,69,51,60,5.34,0,0
A4489,KR,21,72,48,60,4.92,22,17.1
A4490,KR,16.1,55,46,50,3.16,0,0
A4491,KR,19.1,64,46,55,4.54,0,0
A4492,KR,21.1,64,41,52,4.48,0,0
A4493,KR,21.2,70,55,62,6.4,0,0
A4494,KR,19.2,66,46,56,4.73,0,0
A4495,BNS,16.2,63,54,58,4.08,11,4.6
A4496,MR,12.9,73,61,67,4.55,0,0
A4497,MR,10.6,61,54,57,2.7,0,0
A4498,MR,15.4,61,51,56,3.79,0,0
A4499,MB,17.8,67,51,59,4.87,0,0
A4500,MB,17.5,62,45,53,3.86,0,0
A4501,MB,16.2,57,44,50,2.66,18,16.5
A4502,MB,8.5,73,66,69,3.18,0,0
A4503,MB,11.6,72,50,61,3.39,0,0
A4504,KR,13,56,41,48,2.35,0,0
A4505,KR,17.3,85,64,74,7.44,0,0
A4506,KR,11.8,62,55,58,3.12,0,0
A4507,KR,13.3,74,63,68,4.83,0,0
A4508,MB,16.9,61,49,55,4.02,0,0
A4509,KR,18,76,47,61,5.26,0,0
A4510,KR,17.1,60,46,53,3.77,0,0
A4511,KR,20.4,64,46,55,4.85,0,0
A4512,MR,15.9,56,41,48,2.88,0,0
A4513,KR,16,84,66,75,7.07,0,0
A4514,KR,17.2,61,41,51,3.51,0,0
A4515,KR,19.4,81,57,69,7.25,0,0
A4516,KR,21.4,67,50,58,5.65,0,0
A4517,KR,17.1,61,44,52,3.63,0,0
A4518,MR,18.4,60,43,51,3.76,0,0
A4519,MB,17.5,59,44,51,3.57,0,0
A4520,MB,17.1,69,51,60,4.83,0,0
A4521,MB,16.2,54,39,46,2.69,0,0
A4522,MR,15.3,59,50,54,3.5,0,0
A4523,MB,15.5,69,60,64,4.99,0,0
A4524,MR,20.5,65,48,56,5.05,0,0
A4525,MR,21.2,63,48,55,5.04,0,0
A4526,MR,19.7,68,48,58,5.2,0,0
A4527,KR,13.7,55,49,52,2.91,0,0
A4528,KR,18.3,67,54,60,4.44,20,14.1
A4529,KR,8.7,65,58,61,2.54,0,0
A4530,KR,9.4,88,79,83,5.09,0,0
A4531,KR,12,87,70,78,5.73,0,0
A4532,KR,17.9,55,43,49,3.38,0,0
A4533,KR,16.9,61,43,52,3.59,0,0
A4534,KR,20.3,58,44,51,4.15,0,0
A4535,MB,16.2,53,41,47,2.81,0,0
A4536,KR,17.8,56,41,48,3.22,0,0
A4537,KR,21,51,41,46,3.49,0,0
A4538,KR,20,60,44,52,4.25,0,0
A4539,KR,19,64,42,53,4.19,0,0
A4540,KR,19.6,59,42,50,3.85,0,0
A4541,KR,13.9,56,39,47,2.41,0,0
A4542,KR,16.4,68,55,61,4.79,0,0
A4543,KR,21.7,64,45,54,4.97,0,0
A4544,KR,20,65,49,57,5.1,0,0
A4545,KR,19.6,65,41,53,4.32,0,0
A4546,KR,14.2,69,49,59,3.37,19,13.2
A4547,KR,11.8,63,48,55,2.8,0,0
A4548,KR,16.6,93,63,78,7.93,0,0
A4549,BNS,14.6,55,45,50,2.87,0,0
A4550,BNS,21.5,74,54,64,6.43,15,7
A4551,BNS,21.3,62,48,55,4.51,16,10.8
A4552,MR,19.9,68,47,57,5.08,0,0
A4553,MR,14.1,91,74,82,7.45,0,0
A4554,MR,9.2,74,67,70,3.54,0,0
A4555,MB,13.9,53,43,48,2.52,0,0
A4556,MB,14.6,63,48,55,3.47,0,0
A4557,MR,16.9,61,48,54,3.54,14,8.6
A4558,MR,13.1,78,65,71,5.19,0,0
A4559,MR,12.9,56,52,54,2.95,0,0
A4560,MB,16.8,68,56,62,5.07,0,0
A4561,KR,14,66,54,60,3.96,0,0
A4562,MR,15,60,49,54,3.44,0,0
A4563,MR,16.9,83,58,70,6.5,0,0
A4564,MB,17,75,56,65,5.64,0,0
A4565,MR,15.2,67,51,59,4.16,0,0
A4566,MR,15.5,57,42,49,2.92,0,0
A4567,KR,12.5,73,64,68,4.54,0,0
A4568,MB,18.7,70,58,64,6.02,0,0
A4569,MB,14.2,59,53,56,3.04,18,13.2
A4570,MR,15.8,63,45,54,3.62,0,0
A4571,MB,18.1,51,42,46,2.83,10,6
A4572,MR,12.9,57,46,51,2.64,0,0
A4573,MB,17.7,53,43,48,3.2,0,0
A4574,MR,19.4,75,52,63,6.05,0,0
A4575,KR,13.9,55,48,51,2.84,0,0
A4576,KR,19.7,71,56,63,6.14,0,0
A4577,KR,19.3,85,58,71,7.64,0,0
A4578,MB,16.5,57,48,52,3.5,0,0
A4579,KR,17.3,58,48,53,3.82,0,0
A4580,KR,16.9,55,43,49,3.19,0,0
A4581,MB,19,75,49,62,5.74,0,0
A4582,MR,17.4,65,49,57,4.44,0,0
A4583,MR,18,72,59,65,5.97,0,0
A4584,KR,16.3,73,56,64,5.24,0,0
A4585,KR,18.5,53,41,47,3.21,0,0
A4586,KR,13.5,61,44,52,2.87,0,0
A4587,KR,19.5,76,51,63,6.08,0,0
A4588,MR,18.5,76,51,63,5.77,0,0
A4589,MB,13.6,61,50,55,2.88,16,10.8
A4590,MR,11.9,61,44,52,2.53,0,0
A4591,MB,17.4,56,45,50,3.2,11,6.2
A4592,MR,17.4,66,54,60,4.92,0,0
A4593,KR,18.6,70,61,65,6.17,0,0
A4594,MR,18.3,73,47,60,5.17,0,0
A4595,MR,13.9,83,49,66,4.76,0,0
A4596,KR,18.4,67,51,59,5.03,0,0
A4597,KR,16.7,63,49,56,4.11,0,0
A4598,MR,18,57,43,50,3.53,0,0
A4599,KR,15.5,69,54,61,4.53,0,0
A4600,KR,15.9,57,41,49,3,0,0
A4601,KR,14.5,65,50,57,3.7,0,0
A4602,KR,21,72,46,59,5.74,0,0
A4603,KR,16.9,58,43,50,3.32,0,0
A4604,MR,16.2,53,42,47,2.81,0,0
A4605,BNS,14.7,68,57,62,3.91,19,12
A4606,MR,16.8,60,42,51,3.43,0,0
A4607,KR,14.1,60,45,52,2.99,0,0
A4608,KR,14.8,56,44,50,2.91,0,0
A4609,KR,16.3,54,40,47,2.83,0,0
A4610,MB,11,63,58,60,3.11,0,0
A4611,KR,12,64,56,60,3.39,0,0
A4612,KR,10.9,77,64,70,4.19,0,0
A4613,KR,11.2,76,65,70,4.31,0,0
A4614,KR,13.1,57,53,55,3.11,0,0
A4615,KR,22,63,45,54,5.04,0,0
A4616,KR,18.1,86,63,74,7.78,0,0
A4617,MR,18.4,65,50,57,4.7,0,0
A4618,KR,22.8,67,46,56,5.1,15,9.1
A4619,KR,21.5,62,47,54,4.92,0,0
A4620,KR,21.5,64,41,52,4.57,0,0
A4621,KR,20.3,61,51,56,5,0,0
A4622,KR,21,78,42,60,5.94,0,0
A4623,KR,19.7,76,52,64,6.34,0,0
A4624,KR,19.6,89,72,80,9.85,0,0
A4625,KR,9.4,62,57,59,2.57,0,0
A4626,KR,20.2,52,41,46,3.36,0,0
A4627,MR,13.7,65,49,57,3.36,10,3.9
A4628,KR,15.1,58,46,52,3.21,0,0
A4629,KR,17.2,71,53,62,5.19,0,0
A4630,KR,19.6,70,44,57,5,0,0
A4631,KR,16.6,58,45,51,3.39,0,0
A4632,KR,14.6,67,50,58,3.86,0,0
A4633,KR,14.6,69,49,59,3.99,0,0
A4634,KR,14.5,63,43,53,3.2,0,0
A4635,KR,14.8,70,56,63,4.61,0,0
A4636,KR,17.1,61,41,51,3.49,0,0
A4637,KR,15.3,69,51,60,4.33,0,0
A4638,KR,15.1,71,53,62,4.3,13,5.6
A4639,KR,16,62,46,54,3.66,0,0
A4640,KR,15.3,63,41,52,3.25,0,0
A4641,KR,16.4,69,53,61,4.79,0,0
A4642,KR,12.3,73,61,67,4.34,0,0
A4643,KR,15.2,71,48,59,4.16,0,0
A4644,KR,13.7,60,49,54,3.14,0,0
A4645,KR,19.5,78,58,68,7.08,0,0
A4646,KR,18.7,64,48,56,4.61,0,0
A4647,KR,18.4,68,55,61,5.38,0,0
A4648,MR,12.2,71,58,64,3.92,0,0
A4649,MB,16.8,74,64,69,6.28,0,0
A4650,MB,18.9,68,53,60,5.34,0,0
A4651,MR,13.5,71,57,64,4.34,0,0
A4652,KR,20,65,42,53,4.41,0,0
A4653,MR,18,98,72,85,9.91,13,3
A4654,KR,18.1,89,65,77,8.43,0,0
A4655,KR,17.2,98,76,87,10.22,0,0
A4656,KR,18.4,85,65,75,8.13,0,0
A4657,KR,16.8,81,68,74,7.23,0,0
A4658,KR,13.4,106,74,90,8.52,0,0
A4659,KR,14.4,65,58,61,4.07,10,3.4
A4660,MR,17.8,70,55,62,5.37,0,0
A4661,KR,15.74,88,68,78,7.52,0,0
A4662,KR,20,62,46,54,4.58,0,0
A4663,KR,18.2,73,53,63,5.67,0,0
A4664,MRS,16.8,61,41,51,3.43,0,0
A4665,KR,16.4,73,60,66,5.61,0,0
A4666,KR,16.3,81,71,76,7.39,0,0
A4667,KR,19.4,76,53,64,6.24,0,0
A4668,KR,19.1,69,51,60,5.4,0,0
A4669,KR,13.4,80,57,68,4.87,0,0
A4670,KR,15.2,78,62,70,5.85,0,0
A4671,KR,16,69,54,61,4.68,0,0
A4672,KR,16.7,68,53,60,4.72,0,0
A4673,KR,11.8,93,76,84,6.54,0,0
A4674,KR,12.1,79,72,75,5.35,0,0
A4675,MB,12.8,89,84,86,7.28,11,2.1
A4676,MR,13.5,64,54,59,3.69,0,0
A4677,MB,15.1,91,81,86,8.77,0,0
A4678,MR,18.5,59,50,54,4.24,0,0
A4679,MR,10.9,59,51,55,2.59,0,0
A4680,MR,18.4,91,71,81,9.48,0,0
A4681,MR,19.1,63,47,55,4.54,0,0
A4682,MR,10.9,74,68,71,4.21,10,2.5
A4683,MR,16.5,56,49,52,3.5,0,0
A4684,MB,16,74,62,68,5.81,0,0
A4685,MR,14.6,84,61,72,5.94,0,0
A4686,MR,20.1,81,60,70,7.74,0,0
A4687,MR,21.9,70,44,57,5.59,0,0
A4688,KR,22,73,48,60,6.22,0,0
A4689,MR,12.2,96,84,90,7.76,0,0
A4690,MR,21.2,76,53,64,6.82,0,0
A4691,KR,18.6,81,55,68,6.75,0,0
A4692,MR,17.9,76,53,64,5.76,0,0
A4693,KR,21.7,61,44,52,4.61,0,0
A4694,KR,17.8,61,48,54,4.08,0,0
A4695,KR,14.2,62,51,56,3.5,0,0
A4696,KR,14.4,64,53,58,3.8,0,0
A4697,KR,13.2,70,55,62,3.99,0,0
A4698,MB,19.8,62,52,57,4.86,10,3.9
A4699,KR,16.7,57,41,49,3.15,0,0
A4700,KR,16.5,68,47,57,4.21,0,0
A4701,KR,18,63,46,54,4.12,0,0
A4702,KR,16,53,41,47,2.78,0,0
A4703,MR,16.5,69,55,62,4.74,12,4.8
A4704,MR,18,61,56,58,4.76,0,0
A4705,MR,11.3,64,52,58,2.99,0,0
A4706,KR,21.9,91,66,78,10.46,0,0
A4707,KR,21.4,61,43,52,4.54,0,0
A4708,MR,13.4,57,51,54,3.07,0,0
A4709,KR,16.2,71,51,61,4.73,0,0
A4710,MB,10.9,86,72,79,5.34,0,0
A4711,MB,12.8,66,54,60,3.43,12,5.1
A4712,MR,16.1,64,62,63,5.02,0,0
A4713,MB,10.6,91,86,88,6.29,12,2.4
A4714,MR,14.3,71,57,64,4.6,0,0
A4715,MR,17.3,71,49,60,4.89,0,0
A4716,MR,17.3,78,64,71,6.85,0,0
A4717,MR,16.3,59,44,51,3.33,0,0
A4718,MR,17.9,68,56,62,5.4,0,0
A4719,MR,12.1,67,59,63,3.53,14,6.3
A4720,MR,11.7,66,49,57,2.65,17,11.3
A4721,KR,15.1,68,63,65,5.01,0,0
A4722,KR,20.6,77,53,65,6.84,0,0
A4723,KR,20.3,79,63,71,8.04,0,0
A4724,KR,17.3,67,48,57,4.41,0,0
A4725,KR,14.2,81,59,70,5.15,15,5.8
A4726,MR,16,80,66,73,6.47,12,3.4
A4727,MR,13.7,91,74,82,6.92,15,4.3
A4728,MR,18.3,95,81,88,11.13,0,0
A4729,KR,21.5,74,51,62,6.49,0,0
A4730,MR,15.3,51,42,46,2.54,0,0
A4731,MB,16.3,59,43,51,3.33,0,0
A4732,KR,20,67,43,55,4.75,0,0
A4733,MB,17,67,47,57,4.34,0,0
A4734,MR,16.6,55,41,48,3,0,0
A4735,KR,11.6,85,73,79,5.69,0,0
A4736,KR,10.9,73,63,68,3.96,0,0
A4737,KR,19.1,63,43,53,4.21,0,0
A4738,KR,13.8,57,41,49,2.6,0,0
A4739,KR,15.2,71,54,62,4.59,0,0
A4740,KR,18.4,59,41,50,3.61,0,0
A4741,KR,15.3,57,42,49,2.89,0,0
A4742,KR,21.6,62,47,54,4.95,0,0
A4743,KR,19.5,63,41,52,4.14,0,0
A4744,KR,21.7,77,45,61,6.34,0,0
A4745,KR,21.3,65,41,53,4.7,0,0
A4746,RC,17.4,63,48,55,4.13,0,0
A4747,KR,12,54,49,51,2.45,0,0
A4748,KR,11,64,53,58,2.91,0,0
A4749,KR,19.6,69,48,58,5.18,0,0
A4750,KR,16.6,73,49,61,4.85,0,0
A4751,MB,20.5,68,53,60,5.8,0,0
A4752,KR,20,64,47,55,4.75,0,0
A4753,KR,15.8,68,51,59,4.32,0,0
A4754,KR,9.8,67,60,63,3.05,0,0
A4755,KR,13.4,89,67,78,6.4,0,0
A4756,MR,21.2,77,65,71,8.39,0,0
A4757,MR,14.6,64,51,57,3.73,0,0
A4758,MB,15.6,56,43,49,2.94,0,0
A4759,MR,18.9,77,54,65,6.27,0,0
A4760,KR,16.1,60,48,54,3.41,13,7.4
A4761,MR,20.2,68,44,56,4.98,0,0
A4762,MR,18,76,57,66,6.16,0,0
A4763,MB,9.6,67,58,62,2.62,17,9.6
A4764,MB,12.2,53,47,50,2.27,10,5.1
A4765,MB,16,66,53,59,4.06,14,7.2
A4766,KR,18.4,74,58,66,6.3,0,0
A4767,MB,17.6,72,55,63,5.27,11,3.9
A4768,KR,13.5,51,41,46,2.24,0,0
A4769,MR,15.5,75,57,66,5.3,0,0
A4770,MB,10.5,75,57,66,3.25,18,9.5
A4771,MB,10.8,61,52,56,2.35,17,11.7
A4772,MR,13.8,87,67,77,6.12,15,4.8
A4773,KR,21,61,44,52,4.46,0,0
A4774,KR,11,67,52,59,3.01,0,0
A4775,KR,12.4,52,47,49,2.34,0,0
A4776,KR,11.1,76,57,66,3.8,0,0
A4777,KR,12,56,45,50,2.36,0,0
A4778,KR,16.7,58,46,52,3.55,0,0
A4779,KR,21,65,50,57,5.36,0,0
A4780,MB,21.4,79,62,70,8.24,0,0
A4781,KR,18,71,43,57,4.59,0,0
A4782,KR,16.3,54,46,50,3.2,0,0
A4783,KR,17.5,76,61,68,6.36,0,0
A4784,MB,13.8,61,47,54,3.16,0,0
A4785,MB,16.4,67,57,62,4.95,0,0
A4786,MR,17.3,64,50,57,4.41,0,0
A4787,MB,15.6,63,55,59,4.27,0,0
A4788,MB,19.1,61,46,53,4.21,0,0
A4789,BNS,13.1,57,51,54,3,0,0
A4790,MB,13.3,52,45,48,2.11,15,12.4
A4791,KR,10.9,67,58,62,3.29,0,0
A4792,KR,11.1,58,48,53,2.45,0,0
A4793,KR,12.6,70,54,62,3.8,0,0
A4794,KR,14.9,76,55,65,4.94,0,0
A4795,MR,11.9,69,59,64,3.83,0,0
A4796,MR,12.6,59,51,55,2.99,0,0
A4797,KR,11,55,47,51,2.25,0,0
A4798,MR,18.9,56,41,48,3.42,0,0
A4799,MR,20.7,74,47,60,5.85,0,0
A4800,MR,20.5,88,69,78,9.8,0,0
A4801,MR,17.6,63,44,53,3.49,15,10.2
A4802,MR,17.5,66,54,60,4.95,0,0
A4803,MB,21.8,67,50,58,5.76,0,0
A4804,MB,21.1,65,41,53,4.66,0,0
A4805,MR,18.9,52,41,46,3.14,0,0
A4806,MR,21.8,71,50,60,6.16,0,0
A4807,MB,16.4,67,50,58,4.33,0,0
A4808,MR,15.2,66,51,58,4.02,0,0
A4809,MR,14.6,56,47,51,2.7,14,9.6
A4810,MB,17.1,57,48,52,3.63,0,0
A4811,MB,15.8,57,44,50,3.1,0,0
A4812,MR,19,64,47,55,4.51,0,0
A4813,MB,12.5,93,75,84,6.8,10,1.8
A4814,MB,13.9,60,58,59,3.6,12,5.3
A4815,MR,17.3,64,45,54,3.96,0,0
A4816,MR,19,61,44,52,4.04,0,0
A4817,MB,21.6,61,50,55,5.13,0,0
A4818,MR,18,55,48,51,3.68,0,0
A4819,MB,17.5,53,38,45,2.61,10,6.3
A4820,MB,14.1,69,52,60,3.3,22,17.1
A4821,MB,15.9,66,56,61,4.65,0,0
A4822,MR,19.1,56,47,51,3.9,0,0
A4823,MR,20.3,61,46,53,4.48,0,0
A4824,KR,21.3,52,41,46,3.54,0,0
A4825,KR,15.3,71,64,67,5.39,0,0
A4826,KR,20.2,60,50,55,4.8,0,0
A4827,KR,18.3,61,44,52,3.89,0,0
A4828,KR,18.3,82,69,75,8.08,0,0
A4829,KR,19.4,72,57,64,6.24,0,0
A4830,KR,16.8,68,55,61,4.91,0,0
A4831,KR,20.5,111,77,94,13.4,20,5.8
A4832,KR,21.6,61,45,53,4.77,0,0
A4833,KR,10.8,82,76,79,5.29,0,0
A4834,KR,16.4,95,81,88,9.82,10,1.6
A4835,KR,21.9,64,47,55,5.2,0,0
A4836,KR,18.6,57,41,49,3.51,0,0
A4837,MR,17.7,63,48,55,4.21,0,0
A4838,MB,19,62,48,55,4.09,15,9.5
A4839,MR,15.2,65,53,59,4.16,0,0
A4840,MR,19.6,72,49,60,5.54,0,0
A4841,MB,21.9,64,49,56,5.17,10,4.1
A4842,MB,18.3,66,52,59,5,0,0
A4843,MR,18.6,59,46,52,3.95,0,0
A4844,MR,18.5,86,60,73,7.74,0,0
A4845,MB,17.8,66,52,59,4.87,0,0
A4846,MR,16.2,57,45,51,3.31,0,0
A4847,MR,15.1,59,50,54,3.46,0,0
A4848,MR,15,59,47,53,3.31,0,0
A4849,MB,15.3,75,56,65,5.08,0,0
A4850,MR,15,53,41,47,2.6,0,0
A4851,MB,13.4,57,51,54,2.53,20,17.5
A4852,MR,17,68,53,60,4.25,18,11.5
A4853,KR,15.6,58,49,53,3.04,16,11.6
A4854,KR,10.4,58,56,57,2.65,0,0
A4855,KR,16.9,66,53,59,4.01,19,13.2
A4856,KR,11.9,58,51,54,2.49,14,8.6
A4857,KR,11.9,61,53,57,3.04,0,0
A4858,KR,12,53,45,49,2.26,0,0
A4859,MB,11.8,77,61,69,4.41,0,0
A4860,MB,15.9,90,75,82,7.88,18,6.1
A4861,MR,15.4,55,44,49,2.9,0,0
A4862,MR,15.8,63,54,58,4.17,0,0
A4863,MRS,17.8,55,42,48,3.22,0,0
A4864,KR,20,62,46,54,4.58,0,0
A4865,KR,18,60,44,52,3.82,0,0
A4866,KR,18,81,57,69,6.73,0,0
A4867,MR,17.3,62,41,51,3.36,10,4.9
A4868,MB,10.1,55,47,51,1.96,10,4.9
A4869,KR,15.2,54,51,52,3.23,0,0
A4870,KR,14,67,42,54,3.21,0,0
A4871,MR,18.8,59,44,51,3.84,0,0
A4872,MR,18.4,64,51,57,4.7,0,0
A4873,MB,13.4,70,63,66,4.58,0,0
A4874,MB,18.8,68,51,59,5.14,0,0
A4875,KR,19.5,77,52,64,6.27,0,0
A4876,MR,11.3,62,52,57,2.56,17,11.3
A4877,KR,19.4,59,45,52,4.12,0,0
A4878,KR,20.1,56,43,49,3.79,0,0
A4879,KR,19.1,59,46,52,4.06,0,0
A4880,KR,18.3,61,44,52,3.89,0,0
A4881,KR,21.1,62,48,55,5.01,0,0
A4882,MB,19.5,76,54,65,6.47,0,0
A4883,MR,18.7,73,53,63,5.64,10,3.2
A4884,BNS,17,75,63,69,5.54,22,12.9
A4885,MR,11,87,77,82,5.81,0,0
A4886,MR,12.4,79,71,75,5.48,0,0
A4887,MR,13.1,75,59,67,4.1,20,11.3
A4888,MB,12.2,94,75,84,6,25,11.3
A4889,KR,16.3,67,31,49,3.07,0,0
A4890,KR,18.9,90,68,79,9.26,0,0
A4891,KR,15,76,66,71,5.21,22,12.2
A4892,MRS,12.8,80,74,77,5.96,0,0
A4893,KR,16.4,117,103,110,15.59,0,0
A4894,KR,19.9,70,56,63,6.2,0,0
A4895,KR,18.4,64,51,57,4.7,0,0
A4896,MRS,11.4,90,81,85,6.47,0,0
A4897,KR,14.3,122,90,106,12.62,0,0
A4898,MR,16.8,81,70,75,6.81,19,8.2
A4899,KR,16.3,91,74,82,8.61,0,0
A4900,KR,18.8,106,74,90,11.96,0,0
A4901,MR,15.7,73,61,67,5.54,0,0
A4902,KR,13.4,79,62,70,5.16,0,0
A4903,MR,13.5,63,51,57,3.44,0,0
A4904,MB,13.4,68,66,67,4.72,0,0
A4905,KR,17,97,72,84,9.42,0,0
A4906,MB,18.6,81,68,74,8,0,0
A4907,MR,19.7,78,55,66,6.74,0,0
A4908,KR,17.8,66,50,58,4.7,0,0
A4909,KR,15.2,103,85,94,10.55,0,0
A4910,KR,16.9,84,68,76,7.67,0,0
A4911,MR,18.9,87,70,78,9.03,0,0
A4912,KR,18.7,86,62,74,8.04,0,0
A4913,MR,20.7,93,69,81,10.67,0,0
A4914,KR,16,65,51,58,4.23,0,0
A4915,KR,13.7,83,66,74,5.89,0,0
A4916,KR,17.2,75,54,64,5.53,0,0
A4917,KR,17.9,73,59,66,6.12,0,0
A4918,MRS,18.3,66,51,58,4.61,11,4.6
A4919,KR,14.1,68,59,63,4.4,0,0
A4920,MR,18.5,60,44,52,3.93,0,0
A4921,MB,15.7,89,75,82,7.89,16,4.8
A4922,MR,19.7,64,46,55,4.68,0,0
A4923,KR,19,79,63,71,7.52,0,0
A4924,KR,16.6,61,51,56,4.09,0,0
A4925,KR,17.5,73,53,63,5.46,0,0
A4926,MR,16.3,58,41,49,3.07,0,0
A4927,KR,14.3,78,57,67,5.04,0,0
A4928,KR,19,57,48,52,4.04,0,0
A4929,MB,12.7,64,59,61,3.71,0,0
A4930,MR,9.1,56,51,53,2.01,0,0
A4931,MR,15.8,67,48,57,3.68,15,8.8
A4932,MB,11.3,94,81,87,6.72,0,0
A4933,KR,22.2,67,54,60,6.28,0,0
A4934,KR,22,71,46,58,5.81,0,0
A4935,KR,16.4,52,41,46,2.73,0,0
A4936,MB,21.3,84,64,74,9.16,0,0
A4937,KR,19.6,94,72,83,10.6,0,0
A4938,KR,21.9,84,58,71,8.67,0,0
A4939,KR,19,67,48,57,4.85,0,0
A4940,KR,18.3,63,43,53,4.04,0,0
A4941,MR,15.1,51,42,46,2.33,11,7.3
A4942,KR,17.2,57,43,50,3.38,0,0
A4943,MB,18.5,61,49,55,4.4,0,0
A4944,MB,17.8,51,49,50,3.5,0,0
A4945,KR,21.3,62,41,51,4.35,0,0
A4946,MB,14.3,82,70,76,6.49,0,0
A4947,BNS,17.6,65,42,53,3.88,0,0
A4948,KR,16.3,63,53,58,4.31,0,0
A4949,KR,13.6,59,50,54,3.11,0,0
A4950,KR,15.8,56,43,49,2.98,0,0
A4951,KR,18.2,61,41,51,3.72,0,0
A4952,MRS,21.4,77,60,68,7.77,0,0
A4953,KR,14.3,52,41,46,2.38,0,0
A4954,MR,16.2,71,58,64,5.21,0,0
A4955,KR,12.8,65,41,53,2.82,0,0
A4956,KR,9.2,68,66,67,3.24,0,0
A4957,KR,9.1,57,52,54,2.08,0,0
A4958,MB,18.3,89,79,84,10.14,0,0
A4959,MB,16.6,86,80,83,8.98,0,0
A4960,MR,20.3,78,62,70,7.81,0,0
A4961,MB,19.2,77,60,68,6.97,0,0
A4962,MB,17.2,75,61,68,6.25,0,0
A4963,MB,19.5,60,44,52,4.14,0,0
A4964,KR,20.1,77,58,67,7.09,0,0
A4965,KR,21.3,64,51,57,5.44,0,0
A4966,KR,19.7,75,55,65,6.54,0,0
A4967,MB,18,83,62,72,6.74,18,8
A4968,KR,14.1,94,75,84,7.81,0,0
A4969,MB,16.9,72,60,66,5.78,0,0
A4970,MR,14.6,74,58,66,4.99,0,0
A4971,MB,16.5,82,77,79,8.09,0,0
A4972,KR,21.3,94,68,81,10.98,0,0
A4973,KR,18.3,79,57,68,6.65,0,0
A4974,MB,19.3,89,65,77,8.99,0,0
A4975,MR,14.6,65,47,56,3.6,0,0
A4976,KR,11.1,75,68,71,4.39,0,0
A4977,MB,15.6,79,70,74,6.09,20,9.3
A4978,KR,15,67,56,61,4.38,0,0
A4979,MR,18.2,74,66,70,7,0,0
A4980,KR,15.7,81,67,74,6.75,0,0
A4981,KR,14.9,73,59,66,5.1,0,0
A4982,MB,15.9,71,59,65,5.28,0,0
A4983,MB,13.7,71,61,66,4.69,0,0
A4984,MR,12.7,59,49,54,2.91,0,0
A4985,KR,21.1,78,62,70,8.12,0,0
A4986,KR,18.4,68,53,60,5.2,0,0
A4987,BNS,16.7,60,44,52,3.55,0,0
A4988,KR,19.6,68,46,57,5,0,0
A4989,KR,18.8,68,49,58,4.97,0,0
A4990,KR,17,59,43,51,3.47,0,0
A4991,KR,18.6,92,75,83,10.06,0,0
A4992,KR,15,56,46,51,3.06,0,0
A4993,KR,21.6,63,47,55,5.13,0,0
A4994,KR,11.7,74,71,72,4.76,0,0
A4995,MR,17.3,55,49,52,3.67,0,0
A4996,KR,15.6,72,51,61,4.56,0,0
A4997,KR,18.2,57,41,49,3.43,0,0
A4998,MRS,16.1,64,50,57,4.11,0,0
A4999,KR,14.2,60,41,50,2.79,0,0
A5000,KR,19.3,63,43,53,4.26,0,0
A5001,MR,19.1,87,63,75,8.44,0,0
A5002,MR,19.8,70,51,60,5.6,0,0
A5003,MR,17,58,48,53,3.75,0,0
A5004,MR,16.6,51,41,46,2.76,0,0
A5005,MR,15.1,61,52,56,3.72,0,0
A5006,MB,18.7,76,53,64,6.02,0,0
A5007,MB,21.1,74,56,65,7,0,0
A5008,MR,16.9,86,65,75,7.03,16,5.8
A5009,MB,21,61,38,49,3.96,0,0
A5010,MR,18.6,65,49,57,4.75,0,0
A5011,MB,15.6,72,58,65,5.18,0,0
A5012,MR,14.9,68,54,61,4.35,0,0
A5013,MRS,19.8,61,41,51,4.04,0,0
A5014,KR,18.3,71,54,62,5.52,0,0
A5015,KR,20.5,67,42,54,4.69,0,0
